"aml_aavs1.genes.results"	"aml_aavs2.genes.results"	"aml_aavs3.genes.results"	"aml_mecom1.genes.results"	"aml_mecom2.genes.results"	"aml_mecom3.genes.results"
"ENSG00000005812_FBXL3"	33.5745537820465	25.5255326869509	32.5867035685486	19.6875397604225	19.3528227009058	31.5083553372064
"ENSG00000005844_ITGAL"	181.52210552741	145.150313947313	166.850433507398	165.375333987549	147.788193833709	137.936577809548
"ENSG00000005882_PDK2"	111.417986943103	91.1831656896049	139.452371468653	99.7502014528071	88.4334829135673	77.5735708402023
"ENSG00000005884_ITGA3"	12.6643329437728	15.691925832142	13.2259489975377	4.37500883564944	3.30252947114433	7.70204241576157
"ENSG00000005889_ZFX"	124.054176924779	144.365717655706	120.875000030573	163.082829357668	165.836517393513	139.280934303936
"ENSG00000005893_LAMP2"	249.065214560865	257.609115744331	228.910655726613	328.125662673708	298.053284770776	339.590051967669
"ENSG00000005961_ITGA2B"	133.679069962046	122.920085685112	86.4773588300539	35.0000706851955	34.6765594470155	25.2066842697652
"ENSG00000005981_ASB4"	4.22144431459093	1.30766048601183	2.03476138423656	0	4.9537942067165	2.10055702248043
"ENSG00000006007_GDE1"	239.215177826819	220.994622135999	203.476138423656	280.000565481564	221.26947456667	308.781882304623
"ENSG00000006015_REX1BD"	198.407882785774	207.918017275881	193.302331502473	261.625528371836	265.853622427119	228.260529776207
"ENSG00000006016_CRLF1"	1.40714810486364	0	0	1.84625372864406	1.89069812223013	3.94904720226321
"ENSG00000006025_OSBPL7"	37.9929988313184	39.2298145803549	35.6083242241398	43.7500883564944	41.2816183893041	47.6126258428897
"ENSG00000006042_TMEM98"	5.62859241945457	2.61532097202366	3.05214207635484	0.875001767129887	4.12816183893041	0.700185674160143
"ENSG00000006047_YBX2"	2.81429620972729	5.23064194404732	7.12166484482797	2.62500530138966	1.65126473557217	2.10055702248043
"ENSG00000006059_KRT33A"	0	0	1.01738069211828	0	0	0
"ENSG00000006062_MAP3K14"	21.5856519286083	22.1779218427606	23.7660129678831	8.42626701746081	16.5126473557217	22.3709322894166
"ENSG00000006071_ABCC8"	4.22144431459093	15.691925832142	5.08690346059141	4.37500883564944	4.12816183893041	4.901299719121
"ENSG00000006116_CACNG3"	1.40714810486364	0	2.03476138423656	0.875001767129887	0.825632367786083	2.10055702248043
"ENSG00000006118_TMEM132A"	1.40714810486364	6.53830243005915	6.10428415270969	6.12501236990921	2.47689710335825	7.00185674160143
"ENSG00000006125_AP2B1"	332.08695274782	324.299800530934	296.05778140642	336.000678577877	338.509270792294	263.269813484214
"ENSG00000006128_TAC1"	1.40714810486364	2.61532097202366	1.01738069211828	0.875001767129887	1.65126473557217	0.700185674160143
"ENSG00000006194_ZNF263"	53.4716279848184	58.0470489740651	63.555771836629	42.0088348399059	44.5841478604485	51.1135542136904
"ENSG00000006210_CX3CL1"	0	2.61532097202366	8.13904553694625	6.12501236990921	1.65126473557217	4.20111404496086
"ENSG00000006282_SPATA20"	140.714810486364	132.073709087195	132.259489975377	136.500275672262	136.047701563791	149.13954859611
"ENSG00000006283_CACNA1G"	4.22144431459093	9.15362340208281	11.1911876133011	4.37500883564944	0.825632367786083	3.50092837080072
"ENSG00000006327_TNFRSF12A"	19.700073468091	6.53830243005915	5.08690346059141	16.6250335754679	4.12816183893041	14.0037134832029
"ENSG00000006377_DLX6"	0	2.61532097202366	5.08690346059141	2.62500530138966	0.825632367786083	3.50092837080072
"ENSG00000006432_MAP3K9"	8.44288862918186	6.53830243005915	17.2954717660108	18.3750371097276	12.3844855167912	14.703899157363
"ENSG00000006451_RALA"	640.252387712957	440.681583785987	613.480557347324	301.000607892681	250.166607439183	282.174826686538
"ENSG00000006453_BAIAP2L1"	4.22144431459093	5.23064194404732	3.05214207635484	1.75000353425977	0.825632367786083	2.10055702248043
"ENSG00000006459_KDM7A"	11.2571848389091	9.15362340208281	28.4866593793119	12.2500247398184	10.7332207812191	6.30167106744129
"ENSG00000006468_ETV1"	2.81429620972729	6.53830243005915	5.08690346059141	4.37500883564944	5.77942657450258	3.50092837080072
"ENSG00000006530_AGK"	99.9075154453186	111.151141311006	100.72068851971	93.6251890828979	99.0758841343299	95.9254373599396
"ENSG00000006534_ALDH3B1"	14.0714810486364	20.9225677761893	24.4171366108387	24.5000494796368	37.1534565503737	25.9068699439253
"ENSG00000006555_TTC22"	8.44288862918186	0	11.1911876133011	5.25001060277932	6.60505894228866	4.20111404496086
"ENSG00000006576_PHTF2"	56.2859241945457	48.3834379824377	45.7821311453227	48.1250971921438	73.4812807329614	48.3128115170499
"ENSG00000006606_CCL26"	0	0	1.01738069211828	1.75000353425977	0	0.700185674160143
"ENSG00000006607_FARP2"	52.0644798799548	69.8159933481716	76.6494613441913	66.605134513927	89.4077291075549	89.4487198739583
"ENSG00000006611_USH1C"	1.40714810486364	0	0	0	1.65126473557217	2.10055702248043
"ENSG00000006625_GGCT"	167.436552997725	180.457147069633	159.72876866257	193.235390252964	194.320834082132	196.05198876484
"ENSG00000006634_DBF4"	147.750551010682	146.457974433325	110.894495440893	183.164119913299	195.674871165302	200.253102809801
"ENSG00000006638_TBXA2R"	23.9215177826819	28.7685306922603	29.5040400714302	25.3750512467667	17.3382797235077	10.5027851124021
"ENSG00000006652_IFRD1"	74.5788495577731	79.7672896467217	42.7299890689678	84.0001696444692	66.8762217906727	64.4170820227332
"ENSG00000006659_LGALS14"	0	0	1.01738069211828	0	0	0.700185674160143
"ENSG00000006695_COX10"	59.100220404273	60.1523823565442	46.7995118374409	69.1251396032611	55.3173686416675	68.618196067694
"ENSG00000006704_GTF2IRD1"	16.8857772583637	7.84596291607098	23.3997559187205	4.37500883564944	9.08195604564691	13.3035278090427
"ENSG00000006712_PAF1"	88.6503306064095	64.0753638145797	51.8864152980323	70.000141370391	69.353118894031	58.1154109552919
"ENSG00000006715_VPS41"	123.829033228001	120.304764713088	122.085683054194	140.000282740782	123.019222800126	126.033421348826
"ENSG00000006740_ARHGAP44"	14.1136954917823	6.60368545435974	11.1911876133011	7.0000141370391	8.25632367786083	8.40222808992172
"ENSG00000006744_ELAC2"	191.372142261455	186.995449499692	207.545661192129	185.500374631536	189.069812223013	203.053845506442
"ENSG00000006747_SCIN"	15.4786291535001	2.61532097202366	5.08690346059141	9.62501943842876	3.30252947114433	4.20111404496086
"ENSG00000006756_ARSD"	35.5727040909529	39.7005723553192	38.009342657539	51.9488549145014	57.6456519188243	37.8100264046477
"ENSG00000006757_PNPLA4"	11.2571848389091	6.53830243005915	9.15642622906453	7.0000141370391	9.907588413433	14.703899157363
"ENSG00000006788_MYH13"	0	5.23064194404732	3.05214207635484	0.875001767129887	2.47689710335825	1.40037134832029
"ENSG00000006831_ADIPOR2"	63.3216647188639	69.306005758627	70.1992677561614	61.2501236990921	65.2249570551005	84.7224665733773
"ENSG00000006837_CDKL3"	4.22144431459093	3.92298145803549	6.10428415270969	3.50000706851955	3.30252947114433	4.20111404496086
"ENSG00000007001_UPP2"	2.81429620972729	2.61532097202366	3.05214207635484	0	0.825632367786083	0.700185674160143
"ENSG00000007038_PRSS21"	261.729547504638	253.686134286295	266.55374133499	314.125634399629	331.904211850005	373.198964327356
"ENSG00000007047_MARK4"	30.9572583070001	40.5374750663667	36.6257049162581	15.750031808338	33.8509270792294	20.3053845506441
"ENSG00000007062_PROM1"	149.157699115546	116.381783255053	114.964018209366	98.8751996856772	115.588531490052	82.6219095508969
"ENSG00000007080_CCDC124"	177.300661212819	167.380542209514	206.528280500011	228.375461220901	163.475208821644	184.849017978278
"ENSG00000007129_CEACAM21"	2.81429620972729	13.0766048601183	1.01738069211828	2.62500530138966	7.43069131007475	11.9031564607224
"ENSG00000007168_PAFAH1B1"	179.242525597531	186.995449499692	168.885194891635	174.125351658848	149.439458569281	151.940291292751
"ENSG00000007171_NOS2"	0	0	1.01738069211828	0.875001767129887	0	0
"ENSG00000007174_DNAH9"	4.22144431459093	1.30766048601183	9.15642622906453	3.50000706851955	2.47689710335825	2.10055702248043
"ENSG00000007202_KIAA0100"	381.337136418047	326.915121502958	365.239668470463	368.419494050039	374.011462607096	370.048128793636
"ENSG00000007216_SLC13A2"	2.81429620972729	6.53830243005915	4.06952276847313	1.75000353425977	1.65126473557217	0.700185674160143
"ENSG00000007237_GAS7"	92.8717749210004	84.997931590769	91.5642622906453	46.375093657884	43.7585154926624	56.7150396069716
"ENSG00000007255_TRAPPC6A"	97.0932192355913	74.5366477026743	87.4947395221722	109.375220891236	86.6913986175387	76.3202384834556
"ENSG00000007264_MATK"	146.343402905819	149.073295405349	161.763530046807	191.625387001445	178.336591441794	208.655330899723
"ENSG00000007306_CEACAM7"	0	0	3.05214207635484	0	0	0
"ENSG00000007312_CD79B"	29.5501102021365	16.9995863181538	26.4518979950753	7.0000141370391	4.9537942067165	8.40222808992172
"ENSG00000007314_SCN4A"	8.44288862918186	5.23064194404732	14.2433296896559	5.25001060277932	2.47689710335825	2.10055702248043
"ENSG00000007341_ST7L"	30.5210423944924	56.0332518256069	24.1017485962821	36.4700736539737	56.0439251253193	50.2383221209903
"ENSG00000007350_TKTL1"	0	0	7.12166484482797	2.62500530138966	1.65126473557217	0
"ENSG00000007372_PAX6"	17.1249924361905	24.4009446689808	24.4171366108387	18.0950365442461	22.9938614428424	20.1583455590705
"ENSG00000007376_RPUSD1"	105.536107864773	108.535820338982	127.172586514785	119.875242096795	153.567620408211	132.335092416267
"ENSG00000007384_RHBDF1"	2.81429620972729	3.92298145803549	7.12166484482797	0	6.60505894228866	4.901299719121
"ENSG00000007392_LUC7L"	129.457625647455	113.766462283029	68.1645063719248	94.5001908500278	138.706237788062	137.936577809548
"ENSG00000007402_CACNA2D2"	27.6082458174247	16.9995863181538	29.5040400714302	10.5000212055586	18.9895444590799	6.30167106744129
"ENSG00000007516_BAIAP3"	1.53379143430137	2.61532097202366	4.40525839687216	1.96875397604225	1.7503406197065	6.67977133148776
"ENSG00000007520_TSR3"	33.6449111872897	32.6915121502958	36.2899692878591	25.1563008049843	32.1005864595229	26.228955354039
"ENSG00000007541_PIGQ"	166.04347637391	156.91925832142	151.589723125624	196.875397604225	198.977400636446	161.042705056833
"ENSG00000007545_CRAMP1"	81.9100911841126	80.6303455674895	68.3578087034273	62.4138760493748	67.627547245358	60.3490032558627
"ENSG00000007866_TEAD3"	0	2.61532097202366	3.05214207635484	11.3750229726885	5.77942657450258	4.20111404496086
"ENSG00000007908_SELE"	4.22144431459093	0	0	0	0.825632367786083	0
"ENSG00000007923_DNAJC11"	157.417658491096	155.598521230548	131.547323490894	137.506527704462	147.449684562917	121.671264598808
"ENSG00000007933_FMO3"	0	2.61532097202366	2.03476138423656	0.875001767129887	0.825632367786083	0.700185674160143
"ENSG00000007944_MYLIP"	9.8500367340455	7.84596291607098	14.2433296896559	20.1250406439874	15.6870149879356	21.0055702248043
"ENSG00000007952_NOX1"	1.40714810486364	0	0	0	0	1.40037134832029
"ENSG00000007968_E2F2"	35.1787026215911	28.7685306922603	39.677846992613	28.0000565481564	31.3740299758711	35.0092837080072
"ENSG00000008018_PSMB1"	389.780025047229	345.222368307123	380.500378852237	417.375842920956	346.765594470155	433.414932305129
"ENSG00000008056_SYN1"	1.40714810486364	0	0	0.875001767129887	0.825632367786083	0
"ENSG00000008083_JARID2"	81.6145900820913	115.074122769041	109.877114748774	120.750243863924	119.716693328982	106.428222472342
"ENSG00000008086_CDKL5"	4.22144431459093	5.23064194404732	11.1911876133011	5.25001060277932	8.25632367786083	3.50092837080072
"ENSG00000008118_CAMK1G"	0	5.23064194404732	1.01738069211828	0	1.65126473557217	1.40037134832029
"ENSG00000008128_CDK11A"	125.334681700205	130.033758729016	112.624042617494	120.347743051045	128.773880403595	104.418689587502
"ENSG00000008130_NADK"	144.936254800955	143.842653461301	141.415916204441	116.375235028275	127.147384639057	125.333235674666
"ENSG00000008196_TFAP2B"	2.81429620972729	1.30766048601183	4.06952276847313	0	2.47689710335825	2.80074269664057
"ENSG00000008197_TFAP2D"	2.81429620972729	0	0	0	0	0.700185674160143
"ENSG00000008226_DLEC1"	9.35753489734322	14.920406145395	6.22636983576388	0.761251537403002	5.25927818279735	6.80580475283659
"ENSG00000008256_CYTH3"	9.8500367340455	13.0766048601183	21.3649945344839	10.5000212055586	15.6870149879356	17.5046418540036
"ENSG00000008277_ADAM22"	12.6643329437728	9.15362340208281	12.2085683054194	4.37500883564944	10.7332207812191	5.60148539328114
"ENSG00000008282_SYPL1"	316.60832359432	278.53168352052	295.040400714302	302.750611426941	312.089035023139	329.787452529427
"ENSG00000008283_CYB561"	157.600587744728	94.1515549928518	126.155205822667	104.125210288457	103.20404597326	96.6256230340997
"ENSG00000008294_SPAG9"	121.014737018273	96.7668759648755	109.877114748774	89.2501802472485	93.2964575598274	96.6256230340997
"ENSG00000008300_CELSR3"	25.3286658875456	10.4612838880946	29.5040400714302	19.2500388768575	25.5946034013686	25.2066842697652
"ENSG00000008311_AASS"	1.40714810486364	0	1.01738069211828	0.875001767129887	0.825632367786083	0.700185674160143
"ENSG00000008323_PLEKHG6"	9.8500367340455	5.23064194404732	3.05214207635484	5.25001060277932	3.30252947114433	4.901299719121
"ENSG00000008324_SS18L2"	80.2074419772276	81.0749501327335	67.1471256798066	110.250222658366	79.260707307464	85.4226522475375
"ENSG00000008382_MPND"	10.8913263316446	12.6712301094546	15.2607103817742	14.8750300412081	11.5588531490052	18.2048275281637
"ENSG00000008394_MGST1"	140.714810486364	134.689030059219	122.085683054194	324.625655605188	267.504887162691	310.882439327104
"ENSG00000008405_CRY1"	53.4716279848184	49.6910984684496	57.990699450742	44.6250901236242	32.1996623436572	42.7113261237687
"ENSG00000008438_PGLYRP1"	0	1.30766048601183	1.01738069211828	0	0	0.700185674160143
"ENSG00000008441_NFIX"	14.0714810486364	20.9225677761893	7.12166484482797	18.3750371097276	8.25632367786083	11.2029707865623
"ENSG00000008513_ST3GAL1"	50.6573317750911	47.0757774964259	82.4078360615808	64.7501307676117	62.7480599517423	74.2196814609752
"ENSG00000008516_MMP25"	11.805972599806	9.70284080620778	6.76558160258657	10.6225214529568	8.71867780382104	4.27113261237687
"ENSG00000008517_IL32"	60.5073685091366	23.5378887482129	39.677846992613	6.12501236990921	10.7332207812191	5.60148539328114
"ENSG00000008710_PKD1"	164.622256787998	188.394646219724	158.528259445871	195.221644264349	235.288712171678	198.446623770468
"ENSG00000008735_MAPK8IP2"	5.62859241945457	2.61532097202366	6.10428415270969	6.12501236990921	3.30252947114433	5.60148539328114
"ENSG00000008838_MED24"	195.593586576046	190.918430957727	196.354473578828	234.50047359081	197.326135900874	186.949575000758
"ENSG00000008853_RHOBTB2"	8.44288862918186	4.66834793506223	15.5048817478826	15.6537816139537	6.01885996116054	16.1042705056833
