"lthsc_aavs1.genes.results"	"lthsc_aavs2.genes.results"	"lthsc_aavs3.genes.results"	"lthscr_mecom1.genes.results"	"lthscr_mecom2.genes.results"	"lthscr_mecom3.genes.results"
"ENSG00000005249_PRKAR2B"	44.5501870579892	42.5167864196014	31.5095422055372	49.4451173741645	66.6028690142256	58.1220619696058
"ENSG00000005302_MSL3"	90.186964044222	56.3060144475802	58.5177212388548	46.6981664089331	58.4055928278594	73.7157859126707
"ENSG00000005339_CREBBP"	196.672777012098	221.776750783326	205.937365129047	156.576205018188	154.723588017662	149.557988726668
"ENSG00000005379_TSPOAP1"	28.2513381343346	41.3676840839365	37.1362461708117	47.6138167306769	59.4302523511551	70.880563377568
"ENSG00000005381_MPO"	15.2122589954109	2.29820467132981	124.912828029094	96.1432837830976	68.6521880608171	127.585014079622
"ENSG00000005421_PON1"	2.17317985648728	0	5.6267039652745	2.74695096523136	4.09863809318311	5.67044507020544
"ENSG00000005436_GCFC2"	57.5892661969128	80.4371634965432	69.7711291694038	67.7581238090402	77.8741237704791	57.4132563358301
"ENSG00000005448_WDR54"	74.974705048811	66.6479354685644	79.8991963068979	70.5050747742716	71.7261666307045	73.006980278895
"ENSG00000005469_CROT"	46.7233669144764	35.622172405612	41.6376093430313	21.9756077218509	16.3945523727324	26.2258084497002
"ENSG00000005471_ABCB4"	14.09307136932	13.7892280279788	14.6294303097137	11.9034541826692	9.221935709662	8.5481959433347
"ENSG00000005483_KMT2E"	239.0497842136	229.774503039554	193.558616405443	159.323155983419	202.882585612564	189.959909851882
"ENSG00000005486_RHBDD2"	101.052863326658	63.2006284615697	73.1471515485685	62.2642218785775	62.5042309210425	54.5780338007274
"ENSG00000005513_SOX8"	17.3854388518982	5.74551167832451	11.253407930549	15.5660554696444	9.221935709662	21.2641690132704
"ENSG00000005700_IBTK"	123.871251819775	122.953949916145	123.787487236039	100.721535391817	114.761866609127	112.700095770333
"ENSG00000005801_ZNF195"	131.47738131748	86.1826751748677	93.4032858235567	110.793688930998	112.712547562536	100.650399996147
"ENSG00000005810_MYCBP2"	412.752050142628	398.508690008588	377.270500871655	438.010487909358	351.458216490452	371.995372718152
"ENSG00000005812_FBXL3"	59.8167755498123	36.7712747412769	38.5541755700609	32.9450985763415	31.7644452221691	40.2814241674719
"ENSG00000005844_ITGAL"	110.832172680851	123.608938247474	109.158056926325	75.9989767047343	84.0220809102538	60.2484788709328
"ENSG00000005882_PDK2"	60.9033654780559	41.0344444065937	48.6372290758328	42.4861749289117	44.4292369301049	39.6576752097493
"ENSG00000005884_ITGA3"	15.2122589954109	17.2365350349735	12.3787487236039	20.1443070783633	20.4931904659156	15.593723943065
"ENSG00000005889_ZFX"	211.885036007509	187.280698666666	176.655997693758	186.792665635733	179.315416576761	187.613763204085
"ENSG00000005893_LAMP2"	239.0497842136	190.750987720374	237.446907334584	165.732708235625	197.759287996085	196.339160555863
"ENSG00000005961_ITGA2B"	161.206481754226	193.049192391704	154.171688648521	196.864819174914	237.721009404621	180.745436612798
"ENSG00000005981_ASB4"	8.69271942594911	6.89461401398942	3.3760223791647	10.9878038609254	7.17261666307045	4.25283380265408
"ENSG00000006007_GDE1"	174.940978447226	173.870674409456	157.547711027686	185.877015313989	200.833266565973	223.273774639339
"ENSG00000006015_REX1BD"	114.091942465582	93.0772891888571	120.411464856874	179.467463061782	163.945523727324	160.190073233304
"ENSG00000006016_CRLF1"	3.25976978473091	1.1491023356649	3.3760223791647	1.83130064348757	1.19885164225606	3.72122957732232
"ENSG00000006025_OSBPL7"	51.069726627451	35.622172405612	40.5122685499764	41.2042644784704	39.9617214085353	44.6547549278678
"ENSG00000006042_TMEM98"	17.3854388518982	10.3419210209841	9.0027263444392	12.819104504413	22.5425095125071	14.8849183092893
"ENSG00000006047_YBX2"	15.2122589954109	11.491023356649	4.5013631722196	8.24085289569408	10.2465952329578	8.50566760530816
"ENSG00000006059_KRT33A"	0	2.29820467132981	3.3760223791647	0	1.02465952329578	0.70880563377568
"ENSG00000006062_MAP3K14"	25.3936066230538	20.8791894390313	29.2588606194274	17.1226610166088	25.4525425586671	26.0486070412562
"ENSG00000006071_ABCC8"	13.0390791389237	20.6838420419683	14.6294303097137	14.6504051479006	11.2712547562536	22.6817802808218
"ENSG00000006116_CACNG3"	2.17317985648728	4.59640934265961	5.6267039652745	5.49390193046272	4.09863809318311	1.41761126755136
"ENSG00000006118_TMEM132A"	19.5586187083855	19.5347397063033	14.6294303097137	11.9034541826692	15.3698928494367	19.322041576725
"ENSG00000006125_AP2B1"	315.111079190655	299.91570960854	286.961902229	308.574158427656	238.745668927916	344.479538014981
"ENSG00000006128_TAC1"	2.17317985648728	2.29820467132981	4.5013631722196	0.915650321743787	2.04931904659156	2.12641690132704
"ENSG00000006194_ZNF263"	47.8099568427201	56.8231104986294	46.7128963197089	59.2059498039533	63.2009993968836	49.8219479980926
"ENSG00000006210_CX3CL1"	11.95248921068	5.74551167832451	9.0027263444392	6.40955225220651	7.17261666307045	6.37925070398112
"ENSG00000006282_SPATA20"	87.2640371372466	91.9281868531922	99.0299897888312	79.6615779917095	78.8987832937749	55.6412422513909
"ENSG00000006283_CACNA1G"	11.95248921068	13.7892280279788	11.253407930549	10.2735966099653	18.1262269671023	13.2121370135787
"ENSG00000006327_TNFRSF12A"	8.69271942594911	10.3419210209841	13.5040895166588	9.15650321743787	11.2712547562536	7.79686197153248
"ENSG00000006377_DLX6"	10.8658992824364	11.491023356649	7.8773855513843	6.40955225220651	4.09863809318311	7.0880563377568
"ENSG00000006432_MAP3K9"	38.0306474885273	28.7275583916226	28.1335198263725	26.5538593305698	14.3452333261409	24.0993915483731
"ENSG00000006451_RALA"	155.38235973884	187.303680713379	156.422370234631	173.97356113132	163.945523727324	192.086326753209
"ENSG00000006453_BAIAP2L1"	9.22514849078849	16.0874326993086	7.8773855513843	7.86543626377913	10.2465952329578	5.56412422513909
"ENSG00000006459_KDM7A"	22.8183884931164	17.2365350349735	27.0081790333176	9.15650321743787	5.12329761647889	11.3408901404109
"ENSG00000006468_ETV1"	10.8658992824364	12.6401256923139	10.1280671374941	10.9878038609254	11.2712547562536	13.4673070417379
"ENSG00000006530_AGK"	113.005352537338	108.015619552501	77.6485147207881	95.2276334613538	115.581594227764	96.2416289540618
"ENSG00000006534_ALDH3B1"	13.0390791389237	14.9383303636437	20.2561342749882	19.2286567566195	20.2165323946257	26.2258084497002
"ENSG00000006555_TTC22"	13.0390791389237	14.9383303636437	7.91114577517595	7.3252025739503	16.3945523727324	13.4673070417379
"ENSG00000006576_PHTF2"	114.091942465582	101.121005538511	84.4005594791175	79.6615779917095	66.6028690142256	59.5396732371571
"ENSG00000006606_CCL26"	1.08658992824364	0	0	0	1.02465952329578	0
"ENSG00000006607_FARP2"	74.4966054803838	59.6613932677218	97.8821421799152	81.2456530483262	66.1007858478107	85.2693177432143
"ENSG00000006611_USH1C"	2.17317985648728	2.29820467132981	5.6267039652745	2.74695096523136	2.04931904659156	3.5440281688784
"ENSG00000006625_GGCT"	139.083510815186	150.658807229025	147.419643890192	140.094499226799	171.118140390395	176.201992500296
"ENSG00000006634_DBF4"	151.036000025866	171.469050527917	120.411464856874	148.335352122493	149.600290401184	158.120360782679
"ENSG00000006638_TBXA2R"	20.6452086366291	6.89461401398942	16.8801118958235	8.24085289569408	23.5671690358029	12.0496957741866
"ENSG00000006652_IFRD1"	79.3210647617856	58.60421911891	59.6430620319097	51.2764180176521	55.331614257972	59.5396732371571
"ENSG00000006659_LGALS14"	1.08658992824364	0	1.1253407930549	0.915650321743787	1.02465952329578	0
"ENSG00000006695_COX10"	60.8490359816437	36.7712747412769	60.4195471791176	52.027251281482	47.0318721192762	66.5143206735098
"ENSG00000006704_GTF2IRD1"	14.1256690671673	14.9383303636437	20.2561342749882	12.819104504413	12.2959142795493	17.720140844392
"ENSG00000006712_PAF1"	59.7624460534001	67.7970378042293	64.1444252041293	52.1920683393959	67.6275285375214	70.880563377568
"ENSG00000006715_VPS41"	113.005352537338	86.1826751748677	100.155330581886	73.252025739503	85.0467404335496	84.3478704193059
"ENSG00000006740_ARHGAP44"	6.61733266300376	25.2802513846279	24.7574974472078	22.8912580435947	22.5425095125071	14.1761126755136
"ENSG00000006744_ELAC2"	184.720287801418	180.40906669939	163.174414992961	223.418678505484	190.586671333015	202.009605626069
"ENSG00000006747_SCIN"	23.90497842136	12.6401256923139	24.7574974472078	14.6504051479006	16.3945523727324	9.21447323908384
"ENSG00000006756_ARSD"	29.3379280625782	53.5022047485579	41.3675275526981	36.3055352571412	31.9386373411294	36.957125745064
"ENSG00000006757_PNPLA4"	24.9915683496037	22.9820467132981	18.0054526888784	24.7225586870822	25.6164880823945	17.720140844392
"ENSG00000006788_MYH13"	0	4.59640934265961	5.6267039652745	4.07464393175985	3.07397856988733	0.70880563377568
"ENSG00000006831_ADIPOR2"	70.6283453358365	80.4371634965432	70.8964699624587	82.4085289569408	67.6275285375214	75.8422028139978
"ENSG00000006837_CDKL3"	8.69271942594911	6.89461401398942	2.2506815861098	5.49390193046272	5.12329761647889	1.41761126755136
"ENSG00000007001_UPP2"	3.25976978473091	2.29820467132981	3.3760223791647	3.66260128697515	3.07397856988733	0.70880563377568
"ENSG00000007038_PRSS21"	20.6452086366291	14.9383303636437	15.7547711027686	21.9756077218509	24.5918285590987	32.6050591536813
"ENSG00000007047_MARK4"	20.6452086366291	25.2802513846279	18.0054526888784	36.6260128697515	28.6904666522818	29.7698366185786
"ENSG00000007062_PROM1"	264.041352563204	247.057002167954	319.596785227592	209.683923679327	227.474414171663	225.400191540666
"ENSG00000007080_CCDC124"	97.7930935419274	96.5245961958518	91.1526042374469	140.094499226799	130.131759458564	123.332180276968
"ENSG00000007129_CEACAM21"	5.43294964121819	0	2.2506815861098	5.49390193046272	9.221935709662	7.79686197153248
"ENSG00000007168_PAFAH1B1"	193.413007227368	160.874326993086	164.299755786015	171.226610166088	173.167459436986	163.025295768406
"ENSG00000007171_NOS2"	1.08658992824364	2.29820467132981	1.1253407930549	0	2.04931904659156	2.12641690132704
"ENSG00000007174_DNAH9"	8.69271942594911	9.19281868531922	12.3787487236039	10.0721535391817	9.221935709662	10.6320845066352
"ENSG00000007202_KIAA0100"	247.677308243855	325.253416109951	298.215310159549	320.92628126798	342.23628078079	304.786422523542
"ENSG00000007216_SLC13A2"	2.17317985648728	1.1491023356649	1.1253407930549	4.57825160871893	2.04931904659156	7.0880563377568
"ENSG00000007237_GAS7"	31.5111079190655	37.9203770769418	38.2615869638666	48.5294670524207	36.887742838648	34.0226704212326
"ENSG00000007255_TRAPPC6A"	16.2988489236546	31.0257630629524	20.2561342749882	19.2286567566195	20.4931904659156	29.0610309848029
"ENSG00000007264_MATK"	60.8490359816437	56.3060144475802	93.4032858235567	128.19104504413	143.452333261409	118.370540840539
"ENSG00000007306_CEACAM7"	6.51953956946183	3.44730700699471	5.6267039652745	1.83130064348757	3.07397856988733	3.5440281688784
"ENSG00000007312_CD79B"	33.6842877755528	50.5605027692557	36.0109053777568	41.2042644784704	56.3562737812678	30.4786422523542
"ENSG00000007314_SCN4A"	17.3854388518982	13.7892280279788	11.253407930549	11.9034541826692	12.2959142795493	14.1761126755136
"ENSG00000007341_ST7L"	19.8411320897288	29.4974569565181	24.7574974472078	14.6412486446832	19.0996535142333	23.8725737455649
"ENSG00000007350_TKTL1"	3.25976978473091	8.04371634965432	3.3760223791647	5.49390193046272	4.09863809318311	6.37925070398112
"ENSG00000007372_PAX6"	46.2344014467668	33.8755368554013	38.5879357938525	32.0477612610325	30.7397856988733	29.5004904777438
"ENSG00000007376_RPUSD1"	71.7149352640801	56.3060144475802	69.7711291694038	75.9989767047343	89.1453785267327	102.776816897474
"ENSG00000007384_RHBDF1"	6.51953956946183	10.3419210209841	11.253407930549	2.74695096523136	7.17261666307045	8.50566760530816
"ENSG00000007392_LUC7L"	126.044431676262	164.321634000081	166.550437372125	145.588401157262	144.476992784705	181.454242246574
"ENSG00000007402_CACNA2D2"	5.43294964121819	9.19281868531922	4.5013631722196	8.24085289569408	9.34489485245749	12.7585014079622
"ENSG00000007516_BAIAP3"	4.53108000077597	5.74551167832451	8.28250823688407	5.54884094976735	9.60105973328144	4.50091577447557
"ENSG00000007520_TSR3"	28.0666178465332	25.2802513846279	23.2270339686531	40.233675137422	30.3606616752539	47.2418954911491
"ENSG00000007541_PIGQ"	80.4076546900292	135.594075608459	81.0245370999528	110.793688930998	117.835845179014	116.258300051887
"ENSG00000007545_CRAMP1"	52.6996115198165	48.3427352614225	54.4777477917877	58.1621084371654	73.4578412250743	52.7422272092483
"ENSG00000007866_TEAD3"	5.43294964121819	5.74551167832451	13.5040895166588	4.57825160871893	11.2712547562536	6.37925070398112
"ENSG00000007908_SELE"	1.08658992824364	9.19281868531922	6.7520447583294	4.57825160871893	6.14795713977467	2.83522253510272
"ENSG00000007923_DNAJC11"	67.0425985726325	97.8805369519364	93.5608335345844	87.7101443198374	112.937972657661	108.014890531076
"ENSG00000007933_FMO3"	5.43294964121819	4.59640934265961	10.1280671374941	2.74695096523136	2.04931904659156	4.96163943642976
"ENSG00000007944_MYLIP"	31.5111079190655	26.4293537202928	38.2615869638666	16.4817057913882	9.221935709662	21.2641690132704
"ENSG00000007952_NOX1"	3.25976978473091	2.29820467132981	1.1253407930549	2.74695096523136	3.07397856988733	2.12641690132704
"ENSG00000007968_E2F2"	56.5026762686692	74.6916518182187	69.7711291694038	76.9146270264781	66.6028690142256	72.2981746451194
"ENSG00000008018_PSMB1"	246.655913711306	211.434829762342	279.084516677615	314.068060358119	352.482876013748	330.303425339467
"ENSG00000008056_SYN1"	2.17317985648728	6.89461401398942	4.5013631722196	2.74695096523136	5.12329761647889	3.5440281688784
"ENSG00000008083_JARID2"	128.217611532749	105.717414881171	104.656693754106	118.118891504949	97.3426547130989	119.78815210809
"ENSG00000008086_CDKL5"	52.1563165556946	37.9203770769418	47.2643133083058	24.7225586870822	24.5918285590987	15.593723943065
"ENSG00000008118_CAMK1G"	2.17317985648728	2.29820467132981	2.2506815861098	2.74695096523136	5.12329761647889	2.12641690132704
"ENSG00000008128_CDK11A"	27.3494684938924	58.6846562824066	64.9434171671983	54.453724634103	55.1574221390117	58.6749303639508
"ENSG00000008130_NADK"	108.658992824364	90.7790845175273	123.787487236039	124.528443757155	140.378354691522	146.722766191566
"ENSG00000008196_TFAP2B"	6.51953956946183	9.19281868531922	4.5013631722196	11.9034541826692	1.02465952329578	8.50566760530816
"ENSG00000008197_TFAP2D"	2.17317985648728	0	0	0	1.02465952329578	2.12641690132704
"ENSG00000008226_DLEC1"	28.9141579905632	20.7412971587515	11.0508465877991	22.7355974888982	11.9885164225606	10.3698264221382
"ENSG00000008256_CYTH3"	59.7624460534001	31.0257630629524	28.1335198263725	19.2286567566195	32.7891047454649	31.1874478861299
"ENSG00000008277_ADAM22"	29.3379280625782	36.7712747412769	49.5149948944156	46.6981664089331	26.6411476056902	33.313864787457
"ENSG00000008282_SYPL1"	448.761640364623	442.404399230988	451.261658015015	447.753007332712	437.529616447297	397.639960548156
"ENSG00000008283_CYB561"	67.3685755511056	88.4808798461975	73.1471515485685	118.118891504949	89.1453785267327	87.8918985881843
"ENSG00000008294_SPAG9"	85.8406043312474	117.20843823782	88.9019226513371	75.9989767047343	90.1700380500285	76.5510084477734
"ENSG00000008300_CELSR3"	39.117237416771	27.5784560559577	33.760223791647	50.3607676959083	45.0850190250142	45.3635605616435
"ENSG00000008311_AASS"	15.2122589954109	9.19281868531922	24.7574974472078	10.9878038609254	21.5178499892113	13.4673070417379
"ENSG00000008323_PLEKHG6"	3.25976978473091	1.1491023356649	5.6267039652745	4.57825160871893	9.221935709662	7.0880563377568
"ENSG00000008324_SS18L2"	67.3685755511056	80.4371634965432	54.0163580666352	61.3485715568337	63.5288904443382	82.2214535179789
"ENSG00000008382_MPND"	20.4387565502628	18.3856373706384	23.5421293907085	21.8657296832416	19.2021194665629	16.203296788112
"ENSG00000008394_MGST1"	145.603050384648	155.128815314762	149.670325476302	124.528443757155	167.019502297212	133.964264783604
"ENSG00000008405_CRY1"	55.4160863404255	50.5605027692557	56.267039652745	54.9390193046272	56.3562737812678	54.5780338007274
"ENSG00000008438_PGLYRP1"	1.08658992824364	0	2.2506815861098	0	0	1.41761126755136
