"lthsc_aavs1.genes.results"	"lthsc_aavs2.genes.results"	"lthsc_aavs3.genes.results"	"lthsc_mecom1.genes.results"	"lthsc_mecom2.genes.results"	"lthsc_mecom3.genes.results"
"ENSG00000004975_DVL2"	72.5787187762486	78.1801963474925	52.9581970129931	105.810326399009	64.4122217801223	54.302237949059
"ENSG00000005001_PRSS22"	2.65531897961885	0.930716623184434	1.82614472458597	0	4.22375224787687	1.13129662393873
"ENSG00000005007_UPF1"	84.0851010212636	105.170978419841	66.6542824473879	78.5720245537195	76.0275404617836	63.3526109405689
"ENSG00000005020_SKAP2"	153.123394491354	137.746060231296	127.830130721018	139.334390208596	173.173842162952	176.482273334442
"ENSG00000005022_SLC25A5"	825.804202661463	806.00059567772	903.941638670055	809.815666400336	829.967316707805	872.229697056761
"ENSG00000005059_MCUB"	124.799992042086	115.40886127487	123.264768909553	107.905580387108	141.495700303875	122.180035385383
"ENSG00000005073_HOXA11"	5.86825494495766	4.65358311592217	8.84767119061902	7.33338895834716	8.44750449575374	5.65648311969365
"ENSG00000005075_POLR2J"	45.9281672841407	56.3176628688901	54.7112959485957	62.9623823423806	53.9056380635285	41.4507083011151
"ENSG00000005100_DHX33"	75.2340377558675	74.4573298547547	72.1327166211458	68.0957546132236	52.7969030984609	84.8472467954047
"ENSG00000005102_MEOX1"	6.19574428577732	3.72286649273774	1.82614472458597	1.04762699404959	2.11187612393843	3.39388987181619
"ENSG00000005108_THSD7A"	16.8170202042527	18.6143324636887	22.8268090573246	15.7144049107439	11.6153186816614	30.5450088463457
"ENSG00000005156_LIG3"	103.716759343912	94.9144812323486	121.128179581787	81.4634750572964	98.3395117111932	87.7094272539697
"ENSG00000005175_RPAP3"	92.0510579601202	82.8337794634146	93.1333809538845	89.0482944942155	67.5800359660299	87.1098400432822
"ENSG00000005187_ACSM3"	41.7416143596083	18.5491823000658	17.439682119796	21.9792143351605	30.5482881327695	50.8178443473277
"ENSG00000005189_REXO5"	20.3574455104112	26.0600654491642	33.7836774048404	35.6193177976862	24.286575425292	26.8117299873479
"ENSG00000005194_CIAPIN1"	80.5446757151052	100.517395303919	77.6111507949037	90.0959214882651	66.5240979040607	83.715950171466
"ENSG00000005206_SPPL2B"	73.4638251027882	80.9723462170458	88.5680191424195	63.9052466370252	77.0834785237529	84.8472467954047
"ENSG00000005238_FAM214B"	21.2425518369508	14.8914659709509	14.6091577966878	9.42864294644634	8.44750449575374	7.91907636757111
"ENSG00000005243_COPZ2"	1.77021265307923	1.86143324636887	0.913072362292985	3.14288098214878	4.22375224787687	4.52518649575492
"ENSG00000005249_PRKAR2B"	36.2893593881243	34.4365150578241	25.5660261442036	38.762198779835	62.3003456561838	46.3831615814879
"ENSG00000005302_MSL3"	73.4638251027882	45.6051145360373	47.4797628392352	33.524063809587	48.573150850584	36.2014919660394
"ENSG00000005339_CREBBP"	160.204245103671	179.628308274596	167.092242299616	113.143715357356	136.216009994029	147.068561112035
"ENSG00000005379_TSPOAP1"	23.01276449003	33.5057984346396	30.1313879556685	31.4288098214878	28.5103276731689	16.969449359081
"ENSG00000005381_MPO"	12.3914885715546	1.86143324636887	101.351032214521	8.38101595239675	3.16781418590765	12.444262863326
"ENSG00000005421_PON1"	1.77021265307923	0	4.56536181146492	1.04762699404959	2.11187612393843	4.52518649575492
"ENSG00000005436_GCFC2"	46.9106353065997	65.1501636229104	56.6104864621651	61.809992648926	57.0206553463377	58.827424444814
"ENSG00000005448_WDR54"	61.0723365312336	53.9815641446972	64.8281377228019	39.8098257738846	47.5172127886148	50.9083480772428
"ENSG00000005469_CROT"	38.0595720412035	28.8522153187175	33.7836774048404	27.2383018452894	33.790017983015	31.6763054702844
"ENSG00000005471_ABCB4"	11.4798290552188	11.1685994782132	11.8699407098088	16.7620319047935	11.8476250552946	7.91907636757111
"ENSG00000005483_KMT2E"	194.723391838716	186.106095971959	157.048446314393	152.953541131241	153.111018985537	147.068561112035
"ENSG00000005486_RHBDD2"	82.3148883681844	51.1894142751439	59.349703549044	51.3337227084301	63.356283718153	70.1403906842013
"ENSG00000005513_SOX8"	14.1617012246339	4.65358311592217	9.13072362292985	9.42864294644634	8.44750449575374	10.1816696154486
"ENSG00000005700_IBTK"	100.902121225516	99.5866786807344	100.437959852228	84.8577865180171	100.314115887076	83.715950171466
"ENSG00000005801_ZNF195"	107.097865511294	69.8037467388325	75.7850060703178	96.3816834525626	79.1953546476913	72.4029839320787
"ENSG00000005810_MYCBP2"	336.216489199339	322.772524920362	306.107509458723	266.998215703479	299.759697031821	312.871394316495
"ENSG00000005812_FBXL3"	48.7251032760059	29.7829319419019	31.2818591321577	47.5832180697325	55.9963954262276	31.4274202130179
"ENSG00000005844_ITGAL"	90.2808453070409	100.11718715595	88.5680191424195	83.8101595239675	81.3072307716297	91.6350265390371
"ENSG00000005882_PDK2"	49.6102096025455	33.2358906139161	39.4629874983028	45.3936776521689	48.1718943870357	31.868625896354
"ENSG00000005884_ITGA3"	12.3914885715546	13.9607493477665	10.0437959852228	11.5238969345455	11.6153186816614	10.1816696154486
"ENSG00000005889_ZFX"	172.595733675225	151.688195246599	143.334099432753	153.959263045528	155.222895109475	143.674671240219
"ENSG00000005893_LAMP2"	194.723391838716	154.498959448616	192.65826844382	125.715239285951	209.075736269905	177.613569958381
"ENSG00000005961_ITGA2B"	131.314374605418	156.360392694985	125.090913634139	138.286763214546	145.719452551752	164.038010471116
"ENSG00000005981_ASB4"	7.08085061231694	5.5842997391066	2.73921708687896	9.42864294644634	3.16781418590765	2.26259324787746
"ENSG00000006007_GDE1"	142.502118572878	140.826732254037	127.830130721018	120.979965272847	148.88726673766	157.250230727483
"ENSG00000006015_REX1BD"	92.9361642866598	75.3880464779392	97.6987427653494	84.8577865180171	77.0834785237529	107.473179274179
"ENSG00000006016_CRLF1"	2.65531897961885	0.930716623184434	2.73921708687896	5.62575695804632	1.05593806196922	2.60198223505908
"ENSG00000006025_OSBPL7"	41.599997347362	28.8522153187175	32.8706050425475	25.1430478571903	26.3984515492304	18.1007459830197
"ENSG00000006042_TMEM98"	14.1617012246339	8.37644960865991	7.30457889834388	11.5238969345455	9.50344255772296	26.0198223505908
"ENSG00000006047_YBX2"	12.3914885715546	9.30716623184434	3.65228944917194	7.33338895834716	8.44750449575374	21.4946358548359
"ENSG00000006059_KRT33A"	0	1.86143324636887	2.73921708687896	0	1.05593806196922	0
"ENSG00000006062_MAP3K14"	20.6849348512309	16.9111210432612	23.7398814196176	24.6716157098679	25.0468508299098	20.6914152518394
"ENSG00000006071_ABCC8"	10.6212759184754	16.7528992173198	11.8699407098088	15.7144049107439	13.7271948055998	7.91907636757111
"ENSG00000006116_CACNG3"	1.77021265307923	3.72286649273774	4.56536181146492	3.14288098214878	4.22375224787687	9.05037299150984
"ENSG00000006118_TMEM132A"	15.9319138777131	15.8221825941354	11.8699407098088	12.5715239285951	10.5593806196922	7.91907636757111
"ENSG00000006125_AP2B1"	256.680834696489	242.917038651137	232.833452384711	256.66861354215	254.481072934581	223.996731539869
"ENSG00000006128_TAC1"	1.77021265307923	1.86143324636887	3.65228944917194	1.04762699404959	2.11187612393843	1.13129662393873
"ENSG00000006194_ZNF263"	38.9446783677432	46.0239370164703	37.9016337587818	28.5897406676134	37.3485292518512	31.6763054702844
"ENSG00000006210_CX3CL1"	9.73616959193579	4.65358311592217	7.30457889834388	11.5238969345455	6.3356283718153	11.3129662393873
"ENSG00000006282_SPATA20"	71.0828890843967	74.4573298547547	80.3503678817827	47.3632164009821	62.8811115902669	41.857975085733
"ENSG00000006283_CACNA1G"	9.73616959193579	11.1685994782132	9.13072362292985	10.7486529589488	9.50344255772296	11.3129662393873
"ENSG00000006327_TNFRSF12A"	7.08085061231694	8.37644960865991	10.9568683475158	13.6191509226447	8.44750449575374	10.1816696154486
"ENSG00000006377_DLX6"	8.85106326539617	9.30716623184434	6.39150653605089	4.19050797619837	7.39156643378452	7.91907636757111
"ENSG00000006432_MAP3K9"	30.9787214288866	23.2679155796109	22.8268090573246	24.0954208631407	10.5593806196922	30.5450088463457
"ENSG00000006451_RALA"	126.570204695165	151.706809579063	126.917058358725	154.00116812529	189.01291309249	141.412077992341
"ENSG00000006453_BAIAP2L1"	7.51455271232135	13.0300327245821	6.39150653605089	8.62197016102816	10.3376336266786	7.91907636757111
"ENSG00000006459_KDM7A"	18.587232857332	13.9607493477665	21.9137366950316	11.5238969345455	19.0068851154459	19.2320426069584
"ENSG00000006468_ETV1"	8.85106326539617	10.2378828550288	8.21765126063687	3.14288098214878	10.5593806196922	28.2824155984682
"ENSG00000006530_AGK"	92.0510579601202	87.4873625793368	63.001992998216	77.5243975596699	63.356283718153	105.210586026302
"ENSG00000006534_ALDH3B1"	10.6212759184754	12.0993161013976	16.4353025212737	16.7620319047935	18.9118506898687	21.4946358548359
"ENSG00000006555_TTC22"	10.6212759184754	12.0993161013976	6.41889870691969	8.38101595239675	8.44750449575374	7.91907636757111
"ENSG00000006576_PHTF2"	92.9361642866598	81.9030628402302	68.4804271719739	89.0482944942155	96.0903636391988	82.5846535475273
"ENSG00000006606_CCL26"	0.885106326539617	0	0	0	1.05593806196922	0
"ENSG00000006607_FARP2"	60.6828897475562	48.3228070757358	79.4190340722438	53.7013597149822	77.3580224198649	105.810173236989
"ENSG00000006611_USH1C"	1.77021265307923	1.86143324636887	4.56536181146492	4.19050797619837	3.16781418590765	4.52518649575492
"ENSG00000006625_GGCT"	113.293609797071	122.026256465711	119.612479460381	122.572358303802	108.761620382829	118.786145513567
"ENSG00000006634_DBF4"	123.029779389007	138.881534511581	97.6987427653494	152.953541131241	139.383824179937	114.260959017812
"ENSG00000006638_TBXA2R"	16.8170202042527	5.5842997391066	13.6960854343948	14.6667779166943	11.6153186816614	5.65648311969365
"ENSG00000006652_IFRD1"	64.6127618373921	47.4665477824061	48.3928352015282	39.8098257738846	45.4053366646763	52.0396447011816
"ENSG00000006659_LGALS14"	0.885106326539617	0	0.913072362292985	0	0	0
"ENSG00000006695_COX10"	49.5659542862186	29.7829319419019	49.0228551315104	36.6669447917358	45.1835896716628	35.0701953421006
"ENSG00000006704_GTF2IRD1"	11.506382245015	12.0993161013976	16.4353025212737	20.9525398809919	11.6153186816614	16.969449359081
"ENSG00000006712_PAF1"	48.6808479596789	54.9122807678816	52.0451246507001	66.0005006251244	48.573150850584	44.1205683336105
"ENSG00000006715_VPS41"	92.0510579601202	69.8037467388325	81.2634402440757	41.9050797619837	79.1953546476913	71.27168730814
"ENSG00000006740_ARHGAP44"	5.39029752862627	20.4757657100575	20.0875919704457	19.1087163714646	8.44750449575374	26.4157761689693
"ENSG00000006744_ELAC2"	150.468075511735	146.122509839956	132.395492532483	181.23946997058	146.775390613721	133.49300162477
"ENSG00000006747_SCIN"	19.4723391838716	10.2378828550288	20.0875919704457	12.5715239285951	13.7271948055998	14.7068561112035
"ENSG00000006756_ARSD"	23.8978708165697	43.3341659754673	33.5645400378901	40.6793561789457	23.2306373633228	23.5196568116862
"ENSG00000006757_PNPLA4"	20.3574455104112	18.6143324636887	14.6091577966878	15.7144049107439	20.0628231774151	22.6259324787746
"ENSG00000006788_MYH13"	0	3.72286649273774	4.56536181146492	1.04762699404959	1.70006027977044	1.13129662393873
"ENSG00000006831_ADIPOR2"	57.5319112250751	65.1501636229104	57.5235588244581	56.5718576786781	67.5800359660299	52.0396447011816
"ENSG00000006837_CDKL3"	7.08085061231694	5.5842997391066	1.82614472458597	3.14288098214878	2.11187612393843	5.65648311969365
"ENSG00000007001_UPP2"	2.65531897961885	1.86143324636887	2.73921708687896	3.14288098214878	4.22375224787687	2.26259324787746
"ENSG00000007038_PRSS21"	16.8170202042527	12.0993161013976	12.7830130721018	16.7620319047935	15.8390709295383	15.8381527351422
"ENSG00000007047_MARK4"	16.8170202042527	20.4757657100575	14.6091577966878	15.7144049107439	26.3984515492304	27.1511189745295
"ENSG00000007062_PROM1"	215.080837349127	200.104073984653	259.312550891208	178.096588988431	215.41136464172	193.451722693523
"ENSG00000007080_CCDC124"	79.6595693885655	78.1801963474925	73.9588613457318	71.2386355953724	83.4191068955682	59.9587210687527
"ENSG00000007129_CEACAM21"	4.42553163269809	0	1.82614472458597	4.19050797619837	4.22375224787687	4.52518649575492
"ENSG00000007168_PAFAH1B1"	157.548926124052	130.300327245821	133.308564894776	160.286930089588	148.88726673766	157.250230727483
"ENSG00000007171_NOS2"	0.885106326539617	1.86143324636887	0.913072362292985	2.39906581637357	1.05593806196922	3.39388987181619
"ENSG00000007174_DNAH9"	7.08085061231694	7.44573298547547	10.0437959852228	9.42864294644634	10.5593806196922	14.7068561112035
"ENSG00000007202_KIAA0100"	201.75113607144	263.439340192354	241.964176007641	206.990141484319	289.17919765089	208.169891770966
"ENSG00000007216_SLC13A2"	1.77021265307923	0.930716623184434	0.913072362292985	5.23813497024797	5.27969030984609	3.39388987181619
"ENSG00000007237_GAS7"	25.6680834696489	30.7136485650863	31.0444603179615	34.5716908036366	34.8459560449842	44.1205683336105
"ENSG00000007255_TRAPPC6A"	13.2765948980943	25.1293488259797	16.4353025212737	19.9049128869423	16.8950089915075	18.1007459830197
"ENSG00000007264_MATK"	49.5659542862186	45.6051145360373	75.7850060703178	70.1910086013228	90.8106733293527	91.6350265390371
"ENSG00000007306_CEACAM7"	5.3106379592377	2.7921498695533	4.56536181146492	1.04762699404959	4.22375224787687	4.52518649575492
"ENSG00000007312_CD79B"	27.4382961227281	40.9515314201151	29.2183155933755	42.9527067560333	22.1746993013536	28.2824155984682
"ENSG00000007314_SCN4A"	14.1617012246339	11.1685994782132	9.13072362292985	12.5715239285951	15.8390709295383	16.969449359081
"ENSG00000007341_ST7L"	16.1620415226134	23.8914957171444	20.0875919704457	15.2744015732431	10.8128057545648	20.7253541505575
"ENSG00000007350_TKTL1"	2.65531897961885	6.51501636229104	2.73921708687896	3.14288098214878	4.22375224787687	3.39388987181619
"ENSG00000007372_PAX6"	37.6612741942607	27.4375260514771	31.3092513030265	27.3116357348729	22.6498714292397	23.7572291027133
"ENSG00000007376_RPUSD1"	58.4170175516147	45.6051145360373	56.6104864621651	37.7145717857854	57.0206553463377	53.1709413251203
"ENSG00000007384_RHBDF1"	5.3106379592377	8.37644960865991	9.13072362292985	8.38101595239675	12.6712567436306	7.91907636757111
"ENSG00000007392_LUC7L"	102.672333878596	133.092477115374	135.134709619362	101.619818422811	141.495700303875	187.795239573829
"ENSG00000007402_CACNA2D2"	4.42553163269809	7.44573298547547	3.65228944917194	3.30002503125622	5.27969030984609	5.65648311969365
"ENSG00000007516_BAIAP3"	3.6908933816702	4.65358311592217	6.72021258647637	6.67338395209591	8.53197954071128	5.98455914063588
"ENSG00000007520_TSR3"	22.8622964145183	20.4757657100575	18.8458135577272	29.9935608396399	25.2580384423037	8.72229697056761
"ENSG00000007541_PIGQ"	65.4978681639317	109.824561535763	65.7412100850949	85.9054135120667	72.859726275876	49.7770514533041
"ENSG00000007545_CRAMP1"	42.9276568371714	39.1552483373691	44.2018330586034	29.1973643241622	43.2934605407379	35.2398898356914
"ENSG00000007866_TEAD3"	4.42553163269809	4.65358311592217	10.9568683475158	9.42864294644634	8.44750449575374	9.05037299150984
"ENSG00000007908_SELE"	0.885106326539617	7.44573298547547	5.47843417375791	1.04762699404959	10.5593806196922	6.78777974363238
"ENSG00000007923_DNAJC11"	54.6110603474944	79.2784419628501	75.9128362010388	54.2356494819475	54.0851475340633	65.1513725726315
"ENSG00000007933_FMO3"	4.42553163269809	3.72286649273774	8.21765126063687	7.33338895834716	2.11187612393843	7.91907636757111
"ENSG00000007944_MYLIP"	25.6680834696489	21.406482333242	31.0444603179615	13.6191509226447	31.6781418590765	24.8885257266521
"ENSG00000007952_NOX1"	2.65531897961885	1.86143324636887	0.913072362292985	0	1.05593806196922	1.13129662393873
"ENSG00000007968_E2F2"	46.0255289800601	60.4965805069882	56.6104864621651	58.6671116667772	45.4053366646763	62.2213143166301
"ENSG00000008018_PSMB1"	200.919136124493	171.251858665936	226.44194584866	198.001501875373	178.453532472798	171.957086838687
"ENSG00000008056_SYN1"	1.77021265307923	5.5842997391066	3.65228944917194	11.5238969345455	1.05593806196922	1.13129662393873
"ENSG00000008083_JARID2"	104.442546531675	85.6259293329679	84.9157296932476	74.3815165775212	74.9716023998144	75.7968738038949
"ENSG00000008086_CDKL5"	42.4851036739016	30.7136485650863	38.3490392163054	27.2383018452894	19.0068851154459	42.9892717096717
"ENSG00000008118_CAMK1G"	1.77021265307923	1.86143324636887	1.82614472458597	0	1.05593806196922	1.13129662393873
"ENSG00000008128_CDK11A"	22.2781262390022	47.531697946029	52.6934060279282	46.5670198855044	51.1074021993101	32.6379076006324
"ENSG00000008130_NADK"	88.5106326539617	73.5266132315703	100.437959852228	73.3338895834716	103.481930072983	88.2411366672209
"ENSG00000008196_TFAP2B"	5.3106379592377	7.44573298547547	3.65228944917194	8.38101595239675	19.0068851154459	3.39388987181619
"ENSG00000008197_TFAP2D"	1.77021265307923	0	0	2.09525398809919	0	3.39388987181619
"ENSG00000008226_DLEC1"	23.5526793492192	16.799435048479	8.96637059771711	12.2258070205588	18.9963257348262	15.3290692543698
"ENSG00000008256_CYTH3"	48.6808479596789	25.1293488259797	22.8268090573246	28.285928839339	23.2306373633228	36.2014919660394
"ENSG00000008277_ADAM22"	23.8978708165697	29.7829319419019	40.1751839408913	30.3811828274382	29.5662657351381	38.4640852139168
"ENSG00000008282_SYPL1"	365.548912860862	358.325899926007	366.142017279487	289.145050357688	376.969888123011	381.246962267352
"ENSG00000008283_CYB561"	54.8765922454563	71.6651799852014	59.349703549044	63.9052466370252	63.356283718153	52.0396447011816
"ENSG00000008294_SPAG9"	69.9233997966298	94.9330955648123	72.1327166211458	64.9528736310748	72.859726275876	56.5648311969365
"ENSG00000008300_CELSR3"	31.8638277554262	22.3371989564264	27.3921708687896	17.8096588988431	34.8459560449842	30.5450088463457
"ENSG00000008311_AASS"	12.3914885715546	7.44573298547547	20.0875919704457	8.38101595239675	15.8390709295383	15.8381527351422
"ENSG00000008323_PLEKHG6"	2.65531897961885	0.930716623184434	4.56536181146492	3.14288098214878	3.16781418590765	6.78777974363238
"ENSG00000008324_SS18L2"	54.8765922454563	65.1501636229104	43.8274733900633	37.7145717857854	46.4612747266456	56.5648311969365
"ENSG00000008382_MPND"	16.6488500022102	14.8914659709509	19.1014738191693	22.0001668750415	16.8950089915075	11.8446756526385
"ENSG00000008394_MGST1"	118.604247756309	125.646744129899	121.438624184967	111.048461369257	112.985372630706	116.523552265689
"ENSG00000008405_CRY1"	45.1404226535205	40.9515314201151	45.6536181146493	37.7145717857854	34.8459560449842	65.6152041884463
