"lthscr_mecom1.genes.results"	"lthscr_mecom2.genes.results"	"lthscr_mecom3.genes.results"	"lthsc_mecom1.genes.results"	"lthsc_mecom2.genes.results"	"lthsc_mecom3.genes.results"
"ENSG00000004468_CD38"	10.0999555490729	18.7882863817907	15.6050999269424	22.5369023010634	16.7603906049507	8.9645738608263
"ENSG00000004478_FKBP4"	526.90626436551	609.764440377825	612.831780505936	430.15829576214	386.686154671362	424.74150952595
"ENSG00000004487_KDM1A"	165.807603597281	133.396833310714	143.046749330305	144.710635827881	105.35102665969	147.275141999289
"ENSG00000004534_RBM6"	108.574522152534	116.487375567102	137.194836857702	119.801428021442	125.70292953713	98.6103124690893
"ENSG00000004660_CAMKK1"	26.9332147975278	22.5459436581488	33.8110498417085	33.2122770752514	22.746244392433	19.2098011303421
"ENSG00000004700_RECQL"	119.196308738309	93.1992945968726	103.565846515141	95.9953422750033	126.086024179529	111.468072692332
"ENSG00000004766_VPS50"	32.824855534487	24.4247722963279	27.9591373691051	33.2122770752514	49.0840010573555	48.6648295301999
"ENSG00000004776_HSPB6"	1.48974344348826	3.75765727635813	2.26924161437621	2.3723055053751	1.19717075749648	0
"ENSG00000004777_ARHGAP33"	35.3498444217553	39.4554014017604	38.3625373204	54.5630266236272	29.9292689374119	28.1743749911684
"ENSG00000004779_NDUFAB1"	149.816007311248	189.761692456086	184.660349135485	117.429122516067	123.308588022137	115.258806782052
"ENSG00000004799_PDK4"	3.36665184969098	1.87882863817907	3.9012749817356	7.11691651612529	10.7745368174683	6.40326704344736
"ENSG00000004809_SLC22A16"	37.8748333090235	34.7583298063127	35.7616873325763	33.2122770752514	35.9151227248943	47.3841761215104
"ENSG00000004838_ZMYND10"	9.25829258665018	8.4547288718058	2.60084998782373	5.93076376343774	7.18302454497886	5.12261363475789
"ENSG00000004846_ABCB5"	3.36665184969098	5.6364859145372	7.9455967128015	8.30306926881284	5.98585378748238	10.2452272695158
"ENSG00000004848_ARX"	8.41662962422744	6.57590023362673	3.9012749817356	3.55845825806265	4.7886830299859	1.28065340868947
"ENSG00000004864_SLC25A13"	72.383014768356	73.2743168889836	68.9225246773289	100.822983978442	65.8443916623062	64.0326704344736
"ENSG00000004866_ST7"	35.3245945328826	33.5089087619237	52.4851527542829	72.3553179139405	24.1948210090038	51.7512042451415
"ENSG00000004897_CDC27"	156.38939504777	174.665304348317	157.318913638488	175.50316128765	149.610429564335	163.923636312252
"ENSG00000004939_SLC4A1"	4.20831481211372	2.8182429572686	4.55148747869153	13.047680279563	3.59151227248943	7.68392045213683
"ENSG00000004948_CALCR"	5.04997777453646	3.75765727635813	3.9012749817356	3.55845825806265	7.18302454497886	8.9645738608263
"ENSG00000004961_HCCS"	34.5081814593325	37.5765727635813	31.8604123508407	43.8876518494393	31.1264396949084	24.3324147651
"ENSG00000004975_DVL2"	85.0079592046971	86.4261173562371	79.9761371255797	119.801428021442	73.027416207285	61.4713636170946
"ENSG00000005001_PRSS22"	0.841662962422744	4.69707159544767	3.25106248477966	0	4.7886830299859	1.28065340868947
"ENSG00000005007_UPF1"	105.207870302843	109.911475333475	128.091861900319	88.9614564515661	86.1962945397463	71.7165908866104
"ENSG00000005020_SKAP2"	154.024322123362	192.579935413354	141.746324336393	157.758316107444	196.336004229422	199.781931755558
"ENSG00000005022_SLC25A5"	1057.97034376539	1150.78254088468	1139.17229466679	916.896077827475	940.97621539223	987.383778099583
"ENSG00000005059_MCUB"	145.548776091765	161.5792628834	168.405036711587	122.173733526818	160.420881504528	138.310568138463
"ENSG00000005073_HOXA11"	8.41662962422744	5.6364859145372	4.10284085579193	8.30306926881284	9.57736605997181	6.40326704344736
"ENSG00000005075_POLR2J"	77.9884900980915	81.588133612926	98.5657124135498	71.2877804365217	61.1155671701951	46.9231408943822
"ENSG00000005100_DHX33"	99.3162295658838	98.638503504401	89.0791120829628	77.0999289246907	59.8585378748238	96.0490056517104
"ENSG00000005102_MEOX1"	3.36665184969098	2.8182429572686	4.55148747869153	1.18615275268755	2.39434151499295	3.84196022606841
"ENSG00000005108_THSD7A"	15.9915962860321	13.1518004672535	8.45276246042713	17.7922912903132	13.1688783324612	34.5776420346157
"ENSG00000005156_LIG3"	135.650819653674	112.16606969929	114.20332296534	92.2352380489838	111.492512645647	99.2890587756947
"ENSG00000005175_RPAP3"	109.416185114957	107.093232376207	82.5769871134034	100.822983978442	76.6189284797745	98.6103124690893
"ENSG00000005187_ACSM3"	31.234112535508	31.0100666731455	28.8304221150261	24.8854847513848	34.634150014373	57.5269511183311
"ENSG00000005189_REXO5"	33.6665184969098	30.0612582108651	31.2101998538848	40.3291935913767	27.5349274224189	30.3514857859405
"ENSG00000005194_CIAPIN1"	117.832814739184	108.032646695296	107.285061997729	102.009136731129	75.421757722278	94.7683522430209
"ENSG00000005206_SPPL2B"	98.474566603461	100.51733214258	98.1820870403458	72.3553179139405	87.3934652972428	96.0490056517104
"ENSG00000005238_FAM214B"	16.8332592484549	17.8488720627011	16.2553124238983	10.6753747741879	9.57736605997181	8.9645738608263
"ENSG00000005243_COPZ2"	1.68332592484549	1.87882863817907	3.25106248477966	3.55845825806265	4.7886830299859	5.12261363475789
"ENSG00000005249_PRKAR2B"	45.4497999708282	61.0619307408197	53.3174247503865	43.8876518494393	70.6330746922921	52.5067897562683
"ENSG00000005302_MSL3"	42.9248110835599	53.5466161881034	67.622099683417	37.9568880860016	55.0698548448379	40.9809090780631
"ENSG00000005339_CREBBP"	143.924366574289	141.85156218252	137.194836857702	128.104497290255	154.435027717045	166.484943129631
"ENSG00000005379_TSPOAP1"	43.7664740459827	54.4860305071929	65.0212496955933	35.5845825806265	32.3236104524048	19.2098011303421
"ENSG00000005381_MPO"	88.3746110543881	62.9407593789987	117.038249452068	9.48922202150039	3.59151227248943	14.0871874955842
"ENSG00000005421_PON1"	2.52498888726823	3.75765727635813	5.20169997564746	1.18615275268755	2.39434151499295	5.12261363475789
"ENSG00000005436_GCFC2"	62.2830592192831	71.3954882508045	52.6672122534305	69.9830124085654	64.6472209048097	66.5939772518525
"ENSG00000005448_WDR54"	64.8080481065513	65.7590023362673	66.9718871864611	45.0738046021268	53.8726840873414	57.6294033910262
"ENSG00000005469_CROT"	20.1999110981459	15.0306291054325	24.0578623873695	30.8399715698763	38.3094642398872	35.8582954433052
"ENSG00000005471_ABCB4"	10.9416185114957	8.4547288718058	7.84156271328855	18.9784440430008	13.4322558991105	8.9645738608263
"ENSG00000005483_KMT2E"	146.449355461557	186.004035179728	174.25694918419	173.178301892382	173.589759836989	166.484943129631
"ENSG00000005486_RHBDD2"	57.2330814447466	57.3042734644615	50.0663622656068	58.1214848816899	71.8302454497886	79.4005113387472
"ENSG00000005513_SOX8"	14.3082703611866	8.4547288718058	19.506374908678	10.6753747741879	9.57736605997181	11.5258806782052
"ENSG00000005700_IBTK"	92.5829258665018	105.214403738028	103.383787015993	96.0783729676915	113.731221962165	94.7683522430209
"ENSG00000005801_ZNF195"	101.841218453152	103.335575099849	92.3301745677424	109.126053247254	89.7878068122357	81.9618181561262
"ENSG00000005810_MYCBP2"	402.617894704544	322.21911144771	341.244522652413	302.302890549949	339.8528346381	354.17750670716
"ENSG00000005812_FBXL3"	30.2830333879703	29.1218438917755	36.9515762020057	53.8750580270685	63.4859652700381	35.5765516933935
"ENSG00000005844_ITGAL"	69.8580258810878	77.0319741653417	55.2680622412543	94.8922202150039	92.1821483272287	103.732926103847
"ENSG00000005882_PDK2"	39.0531614564153	40.7330048757222	36.3793892046844	51.3959987739515	54.6149299569892	36.0760065227824
"ENSG00000005884_ITGA3"	18.5165851733004	18.7882863817907	14.3046749330305	13.047680279563	13.1688783324612	11.5258806782052
"ENSG00000005889_ZFX"	171.69924433424	164.397505840668	172.104745819266	174.317008534962	175.984101351982	162.642982903563
"ENSG00000005893_LAMP2"	152.340996198517	181.30696358428	180.108861656793	142.338330322506	237.039809984302	201.062585164247
"ENSG00000005961_ITGA2B"	180.95753692089	217.944122028772	165.804186723763	156.572163354756	165.209564534514	185.694744259973
"ENSG00000005981_ASB4"	10.0999555490729	6.57590023362673	3.9012749817356	10.6753747741879	3.59151227248943	2.56130681737894
"ENSG00000006007_GDE1"	170.857581371817	184.125206541549	204.816936541119	136.976919880358	168.801076807003	178.010823807837
"ENSG00000006015_REX1BD"	164.965940634858	150.306291054325	146.948024312041	96.0783729676915	87.3934652972428	121.6620738255
"ENSG00000006016_CRLF1"	1.68332592484549	1.09911475333475	3.41361560901865	6.36964028193214	1.19717075749648	2.94550283998578
"ENSG00000006025_OSBPL7"	37.8748333090235	36.6371584444918	40.9633873082238	28.4676660645012	29.9292689374119	20.4904545390315
"ENSG00000006042_TMEM98"	11.7832814739184	20.6671150199697	13.6544624360746	13.047680279563	10.7745368174683	29.4550283998578
"ENSG00000006047_YBX2"	7.5749666618047	9.39414319089533	7.80254996347119	8.30306926881284	9.57736605997181	24.3324147651
"ENSG00000006059_KRT33A"	0	0.939414319089533	0.650212496955933	0	1.19717075749648	0
"ENSG00000006062_MAP3K14"	15.7390973973053	23.335051686184	23.8953092631305	27.9338973257918	28.3968903678164	23.4231508449304
"ENSG00000006071_ABCC8"	13.4666073987639	10.3335575099849	20.8067999025898	17.7922912903132	15.5632198474542	8.9645738608263
"ENSG00000006116_CACNG3"	5.04997777453646	3.75765727635813	1.30042499391187	3.55845825806265	4.7886830299859	10.2452272695158
"ENSG00000006118_TMEM132A"	10.9416185114957	14.091214786343	17.7247926670187	14.2338330322506	11.9717075749648	8.9645738608263
"ENSG00000006125_AP2B1"	283.640418336465	218.883536347861	316.003273520583	290.607424408449	288.518152556651	253.569374920515
"ENSG00000006128_TAC1"	0.841662962422744	1.87882863817907	1.9506374908678	1.18615275268755	2.39434151499295	1.28065340868947
"ENSG00000006194_ZNF263"	54.4219271502546	57.9430752014424	45.7034364110325	32.3701086208432	42.3439296926504	35.8582954433052
"ENSG00000006210_CX3CL1"	5.89164073695921	6.57590023362673	5.85191247260339	13.047680279563	7.18302454497886	12.8065340868947
"ENSG00000006282_SPATA20"	73.2246777307787	72.3349025698941	51.0416810110407	53.6259659490041	71.2915186089151	47.3841761215104
"ENSG00000006283_CACNA1G"	9.44345843838319	16.6182393046938	12.1199609432586	12.1699272425742	10.7745368174683	12.8065340868947
"ENSG00000006327_TNFRSF12A"	8.41662962422744	10.3335575099849	7.15233746651526	15.4199857849381	9.57736605997181	11.5258806782052
"ENSG00000006377_DLX6"	5.89164073695921	3.75765727635813	6.50212496955933	4.74461101075019	8.38019530247533	8.9645738608263
"ENSG00000006432_MAP3K9"	24.4082259102596	13.1518004672535	22.1072248965017	27.2815133118136	11.9717075749648	34.5776420346157
"ENSG00000006451_RALA"	159.915962860321	150.306291054325	176.207586675058	174.36445464507	214.293565591869	160.081676086184
"ENSG00000006453_BAIAP2L1"	7.22988484721137	9.39414319089533	5.10416810110407	9.76203715461853	11.7203017158905	8.9645738608263
"ENSG00000006459_KDM7A"	8.41662962422744	4.69707159544767	10.4033999512949	13.047680279563	21.5490736349366	21.771107947721
"ENSG00000006468_ETV1"	10.0999555490729	10.3335575099849	12.3540374421627	3.55845825806265	11.9717075749648	32.0163352172368
"ENSG00000006530_AGK"	87.5329480919654	105.965935193299	88.2858528366765	87.7753036988786	71.8302454497886	119.100767008121
"ENSG00000006534_ALDH3B1"	17.6749222108776	18.5346445156365	24.0578623873695	18.9784440430008	21.4413282667619	24.3324147651
"ENSG00000006555_TTC22"	6.73330369938195	15.0306291054325	12.3540374421627	9.48922202150039	9.57736605997181	8.9645738608263
"ENSG00000006576_PHTF2"	73.2246777307787	61.0619307408197	54.6178497442983	100.822983978442	108.942538932179	93.4876988343314
"ENSG00000006606_CCL26"	0	0.939414319089533	0	0	1.19717075749648	0
"ENSG00000006607_FARP2"	74.6807546557701	60.6016177244658	78.2205633837987	60.8021901027637	87.7047296941918	119.779513314726
"ENSG00000006611_USH1C"	2.52498888726823	1.87882863817907	3.25106248477966	4.74461101075019	3.59151227248943	5.12261363475789
"ENSG00000006625_GGCT"	128.77443325068	156.882191287952	161.636324618275	138.779872064443	123.308588022137	134.468607912395
"ENSG00000006634_DBF4"	136.349399912485	137.154490587072	145.049403820929	173.178301892382	158.026539989535	129.345994277637
"ENSG00000006638_TBXA2R"	7.5749666618047	21.6065293390593	11.0536124482509	16.6061385376257	13.1688783324612	6.40326704344736
"ENSG00000006652_IFRD1"	47.1331258956737	50.7283732308348	54.6178497442983	45.0738046021268	51.4783425723485	58.9100567997157
"ENSG00000006659_LGALS14"	0.841662962422744	0.939414319089533	0	0	0	0
"ENSG00000006695_COX10"	47.8232895248603	43.1191172462096	61.0159407143447	41.5153463440642	51.2269367132742	39.7002556693736
"ENSG00000006704_GTF2IRD1"	11.7832814739184	11.2729718290744	16.2553124238983	23.723055053751	13.1688783324612	19.2098011303421
"ENSG00000006712_PAF1"	47.9747888580964	62.0013450599092	65.0212496955933	74.7276234193156	55.0698548448379	49.9454829388894
"ENSG00000006715_VPS41"	67.3330369938195	77.9713884844313	77.375287137756	47.446110107502	89.7878068122357	80.6811647474367
"ENSG00000006740_ARHGAP44"	21.0415740605686	20.6671150199697	13.0042499391187	21.6354262090209	9.57736605997181	29.9032570928992
"ENSG00000006744_ELAC2"	205.36576283115	174.731063350653	185.310561632441	205.204426214946	166.40673529201	151.117102225358
"ENSG00000006747_SCIN"	13.4666073987639	15.0306291054325	8.45276246042713	14.2338330322506	15.5632198474542	16.6484943129631
"ENSG00000006756_ARSD"	33.3719364600618	29.2815443260208	33.9020795912823	46.0583113868575	26.3377566649225	26.6247843666541
"ENSG00000006757_PNPLA4"	22.7248999854141	23.4853579772383	16.2553124238983	17.7922912903132	22.746244392433	25.6130681737894
"ENSG00000006788_MYH13"	3.74540018278121	2.8182429572686	0.650212496955933	1.18615275268755	1.92744491956933	1.28065340868947
"ENSG00000006831_ADIPOR2"	75.749666618047	62.0013450599092	69.5727371742848	64.0522486451276	76.6189284797745	58.9100567997157
"ENSG00000006837_CDKL3"	5.04997777453646	4.69707159544767	1.30042499391187	3.55845825806265	2.39434151499295	6.40326704344736
"ENSG00000007001_UPP2"	3.36665184969098	2.8182429572686	0.650212496955933	3.55845825806265	4.7886830299859	2.56130681737894
"ENSG00000007038_PRSS21"	20.1999110981459	22.5459436581488	29.9097748599729	18.9784440430008	17.9575613624471	17.9291477216526
"ENSG00000007047_MARK4"	33.6665184969098	26.3036009345069	27.3089248721492	17.7922912903132	29.9292689374119	30.7356818085473
"ENSG00000007062_PROM1"	192.740818394808	208.549978837876	206.767574031987	201.645967956883	244.222834529281	218.9917328859
"ENSG00000007080_CCDC124"	128.77443325068	119.305618524371	113.136974470332	80.6583871827533	94.5764898422216	67.874630660542
"ENSG00000007129_CEACAM21"	5.04997777453646	8.4547288718058	7.15233746651526	4.74461101075019	4.7886830299859	5.12261363475789
"ENSG00000007168_PAFAH1B1"	157.390973973053	158.761019926131	149.548874299865	181.481371161195	168.801076807003	178.010823807837
"ENSG00000007171_NOS2"	0	1.87882863817907	1.9506374908678	2.71628980365449	1.19717075749648	3.84196022606841
"ENSG00000007174_DNAH9"	9.25829258665018	8.4547288718058	9.75318745433899	10.6753747741879	11.9717075749648	16.6484943129631
"ENSG00000007202_KIAA0100"	294.994451699548	313.764382575904	279.591373691051	234.360060876006	327.857183647985	235.65303373295
"ENSG00000007216_SLC13A2"	4.20831481211372	1.87882863817907	6.50212496955933	5.93076376343774	5.98585378748238	3.84196022606841
"ENSG00000007237_GAS7"	44.6081370084054	33.8189154872232	31.2101998538848	39.1430408386891	39.5066349973837	49.9454829388894
"ENSG00000007255_TRAPPC6A"	17.6749222108776	18.7882863817907	26.6587123751932	22.5369023010634	19.1547321199436	20.4904545390315
"ENSG00000007264_MATK"	117.832814739184	131.518004672535	108.585486991641	79.4722344300658	102.956685144697	103.732926103847
"ENSG00000007306_CEACAM7"	1.68332592484549	2.8182429572686	3.25106248477966	1.18615275268755	4.7886830299859	5.12261363475789
"ENSG00000007312_CD79B"	37.8748333090235	51.6677875499243	27.9591373691051	48.6322628601895	25.140585907426	32.0163352172368
"ENSG00000007314_SCN4A"	10.9416185114957	11.2729718290744	13.0042499391187	14.2338330322506	17.9575613624471	19.2098011303421
"ENSG00000007341_ST7L"	13.4581907691397	17.5106829078289	21.8991568974758	17.2941071341845	12.2590285567639	23.4615704471911
"ENSG00000007350_TKTL1"	5.04997777453646	3.75765727635813	5.85191247260339	3.55845825806265	4.7886830299859	3.84196022606841
"ENSG00000007372_PAX6"	29.458203684796	28.182429572686	27.0618441233059	30.9230022625644	25.6793127482994	26.8937215824789
"ENSG00000007376_RPUSD1"	69.8580258810878	81.7290457607894	94.2808120586102	42.7014990967518	64.6472209048097	60.1907102084052
"ENSG00000007384_RHBDF1"	2.52498888726823	6.57590023362673	7.80254996347119	9.48922202150039	14.3660490899577	8.9645738608263
"ENSG00000007392_LUC7L"	133.824411025216	132.457418991624	166.454399220719	115.056817010692	160.420881504528	212.588465842452
"ENSG00000007402_CACNA2D2"	7.5749666618047	8.56745859009654	11.7038249452068	3.73638117096578	5.98585378748238	6.40326704344736
"ENSG00000007516_BAIAP3"	5.10047755228183	8.80231216986893	4.12884935567017	7.55579303461969	9.67313972057153	6.7746565319673
"ENSG00000007520_TSR3"	36.9826705688554	27.8348462746229	43.3366629221129	33.9595533094445	28.6363245193157	9.87383778099582
"ENSG00000007541_PIGQ"	101.841218453152	108.032646695296	106.647853750712	97.264525720379	82.6047822672569	56.3487499823367
"ENSG00000007545_CRAMP1"	53.4624313730927	67.3466125355286	48.3823118984909	33.058077217402	49.0840010573555	39.892353680677
"ENSG00000007866_TEAD3"	4.20831481211372	10.3335575099849	5.85191247260339	10.6753747741879	9.57736605997181	10.2452272695158
"ENSG00000007908_SELE"	4.20831481211372	5.6364859145372	2.60084998782373	1.18615275268755	11.9717075749648	7.68392045213683
"ENSG00000007923_DNAJC11"	80.6228951704746	103.542246250048	99.0858824111146	61.4071280066344	61.3190861989695	73.7528298064267
"ENSG00000007933_FMO3"	2.52498888726823	1.87882863817907	4.55148747869153	8.30306926881284	2.39434151499295	8.9645738608263
"ENSG00000007944_MYLIP"	15.1499333236094	8.4547288718058	19.506374908678	15.4199857849381	35.9151227248943	28.1743749911684
"ENSG00000007952_NOX1"	2.52498888726823	2.8182429572686	1.9506374908678	0	1.19717075749648	1.28065340868947
"ENSG00000007968_E2F2"	70.6996888435105	61.0619307408197	66.3216746895051	66.4245541505027	51.4783425723485	70.4359374779209
"ENSG00000008018_PSMB1"	288.690396111001	323.158525766799	302.999023581465	224.182870257947	202.321858016904	194.6593181208
"ENSG00000008056_SYN1"	2.52498888726823	4.69707159544767	3.25106248477966	13.047680279563	1.19717075749648	1.28065340868947
"ENSG00000008083_JARID2"	108.574522152534	89.2443603135057	109.885911985553	84.216845440816	84.9991237822498	85.8037783821946
"ENSG00000008086_CDKL5"	22.7248999854141	22.5459436581488	14.3046749330305	30.8399715698763	21.5490736349366	48.6648295301999
"ENSG00000008118_CAMK1G"	2.52498888726823	4.69707159544767	1.9506374908678	0	1.19717075749648	1.28065340868947
"ENSG00000008128_CDK11A"	50.0536963752806	50.5686727965896	53.8245904980121	52.7244898569615	57.9430646628294	36.9468508406913
"ENSG00000008130_NADK"	114.466162889493	128.699761715266	134.593986869878	83.0306926881284	117.322734234655	99.8909658777788
"ENSG00000008196_TFAP2B"	10.9416185114957	0.939414319089533	7.80254996347119	9.48922202150039	21.5490736349366	3.84196022606841
"ENSG00000008197_TFAP2D"	0	0.939414319089533	1.9506374908678	2.3723055053751	0	3.84196022606841
"ENSG00000008226_DLEC1"	20.8984913569567	10.9911475333475	9.5126088304653	13.8424026238637	21.5371019273616	17.3528536877423
"ENSG00000008256_CYTH3"	17.6749222108776	30.0612582108651	28.609349866061	32.0261243225638	26.3377566649225	40.9809090780631
"ENSG00000008277_ADAM22"	42.9248110835599	24.4247722963279	30.5599873569288	34.3984298279389	33.5207812099013	43.542215895442
"ENSG00000008282_SYPL1"	411.573188624722	401.129914251231	364.769210792278	327.378159741763	427.389960426242	431.580198728352
"ENSG00000008283_CYB561"	108.574522152534	81.7290457607894	80.6263496225357	72.3553179139405	71.8302454497886	58.9100567997157
"ENSG00000008294_SPAG9"	69.8580258810878	82.6684600798789	70.2229496712407	73.541470666628	82.6047822672569	64.0326704344736
"ENSG00000008300_CELSR3"	46.2914629332509	41.3342300399395	41.6135998051797	20.1645967956883	39.5066349973837	34.5776420346157
"ENSG00000008311_AASS"	10.0999555490729	19.7277007008802	12.3540374421627	9.48922202150039	17.9575613624471	17.9291477216526
"ENSG00000008323_PLEKHG6"	4.20831481211372	8.4547288718058	6.50212496955933	3.55845825806265	3.59151227248943	7.68392045213683
"ENSG00000008324_SS18L2"	56.3914184823239	58.2436877835511	75.4246496468882	42.7014990967518	52.6755133298449	64.0326704344736
"ENSG00000008382_MPND"	20.0989115426551	17.6046243397379	14.8638576804126	24.9092078064385	19.1547321199436	13.4084411889788
"ENSG00000008394_MGST1"	114.466162889493	153.124534011594	122.890161924671	125.73219178488	128.097271052123	131.907301095016
"ENSG00000008405_CRY1"	50.4997777453646	51.6677875499243	50.0663622656068	42.7014990967518	39.5066349973837	74.2778977039893
