"lthscr_mecom1.genes.results"	"lthscr_mecom2.genes.results"	"lthscr_mecom3.genes.results"	"lthsc_mecom1.genes.results"	"lthsc_mecom2.genes.results"	"lthsc_mecom3.genes.results"
"ENSG00000120889_TNFRSF10B"	86.6912851295426	87.064919093218	75.9643260193616	84.216845440816	102.836968068947	111.199135476507
"ENSG00000120896_SORBS3"	58.0747444071693	50.7283732308348	73.4545057811117	41.5153463440642	55.0698548448379	72.9972442952999
"ENSG00000120899_PTK2B"	111.941174002225	115.547961248013	126.141224409451	132.849108301005	116.125563477158	124.223380642879
"ENSG00000120903_CHRNA2"	10.0999555490729	9.39414319089533	7.15233746651526	2.3723055053751	5.98585378748238	6.40326704344736
"ENSG00000120907_ADRA1A"	5.89164073695921	4.69707159544767	7.80254996347119	8.30306926881284	3.59151227248943	8.9645738608263
"ENSG00000120910_PPP3CC"	23.5665629478368	27.2430152535965	29.8252472353686	21.3507495483759	20.3519028774401	32.7335011261029
"ENSG00000120913_PDLIM2"	105.207870302843	89.2443603135057	87.7786870890509	93.7060674623163	89.7878068122357	80.6811647474367
"ENSG00000120915_EPHX2"	5.89164073695921	6.57590023362673	10.4033999512949	3.55845825806265	2.39434151499295	8.9645738608263
"ENSG00000120925_RNF170"	28.6165407223733	46.9707159544767	37.0621123264882	45.0738046021268	33.5207812099013	37.1389488519947
"ENSG00000120937_NPPB"	0.841662962422744	0.939414319089533	0.650212496955933	0	0	0
"ENSG00000120942_UBIAD1"	81.6413073550062	78.9108028035208	90.3795370768746	103.195289483817	79.0132699947674	47.3841761215104
"ENSG00000120948_TARDBP"	377.906670127812	418.039371994842	345.913048380556	424.642685462142	379.503130126383	334.250539667952
"ENSG00000120949_TNFRSF8"	34.5081814593325	55.4254448262825	50.7165747625628	42.7014990967518	25.140585907426	29.4550283998578
"ENSG00000120952_PRAMEF2"	1.68332592484549	0	0.949310245555662	3.55845825806265	0	0
"ENSG00000120963_ZNF706"	162.44095174759	168.155163117026	179.458649159837	192.156745935383	172.392589079493	190.817357894731
"ENSG00000120992_LYPLA1"	260.915518351051	316.582625533173	280.891798684963	298.910493677262	363.939910278929	317.602045354989
"ENSG00000121005_CRISPLD1"	59.7580703320148	48.8495445926557	50.0663622656068	73.541470666628	46.6896595423626	58.9100567997157
"ENSG00000121022_COPS5"	116.149488814339	136.215076267982	137.194836857702	147.082941333256	99.3651728722075	139.591221547152
"ENSG00000121039_RDH10"	13.9295220280964	14.091214786343	15.6050999269424	2.3723055053751	20.3519028774401	20.4904545390315
"ENSG00000121053_EPX"	0.841662962422744	0	5.85191247260339	2.3723055053751	9.57736605997181	3.84196022606841
"ENSG00000121057_AKAP1"	58.9164073695921	77.9713884844313	91.0297495738306	46.2599573548144	56.2670256023344	65.313323843163
"ENSG00000121058_COIL"	85.8496221671199	74.2137312080731	65.6714621925492	73.541470666628	80.2104407522639	67.874630660542
"ENSG00000121060_TRIM25"	207.890751718418	190.701106775175	213.269699001546	168.433690881632	167.603906049507	176.730170399147
"ENSG00000121064_SCPEP1"	13.4666073987639	11.2729718290744	21.4570123995458	22.5369023010634	20.3519028774401	16.6484943129631
"ENSG00000121067_SPOP"	125.407781400989	114.608546928923	113.787186967288	119.801428021442	135.280295597102	133.187954503705
"ENSG00000121068_TBX2"	16.8332592484549	10.3335575099849	22.1072248965017	14.2338330322506	21.5490736349366	11.5258806782052
"ENSG00000121073_SLC35B1"	76.5913295804697	87.3655316753266	102.083362022081	66.4245541505027	76.6189284797745	64.0326704344736
"ENSG00000121075_TBX4"	0	5.6364859145372	1.9506374908678	7.11691651612529	1.19717075749648	5.12261363475789
"ENSG00000121101_TEX14"	0.841662962422744	1.87882863817907	4.55148747869153	4.74461101075019	7.18302454497886	3.84196022606841
"ENSG00000121104_FAM117A"	66.4913740313968	57.1821496029799	65.6909685674579	62.8660958924401	76.6189284797745	44.8228693041315
"ENSG00000121152_NCAPH"	150.657670273671	146.548633777967	170.355674202454	113.870664258005	156.829369232038	93.4876988343314
"ENSG00000121207_LRAT"	3.36665184969098	5.6364859145372	3.9012749817356	5.93076376343774	21.5490736349366	6.40326704344736
"ENSG00000121210_TMEM131L"	79.1163184677379	73.2743168889836	76.0748621438441	67.6107069031903	61.0557086323203	58.9100567997157
"ENSG00000121211_MND1"	67.3330369938195	62.0013450599092	62.4203997077695	60.493790387065	69.4359039347956	55.0680965736473
"ENSG00000121236_TRIM6"	20.1999110981459	16.9094577436116	25.7419127544854	15.4199857849381	21.5490736349366	18.7103463009532
"ENSG00000121270_ABCC11"	5.1846438485241	1.87882863817907	2.66587123751932	3.66521200580453	2.39434151499295	6.40326704344736
"ENSG00000121274_TENT4B"	73.2246777307787	66.6984166553569	37.0621123264882	47.446110107502	68.2387331772991	120.38142041681
"ENSG00000121281_ADCY7"	195.349973578319	172.053732541248	191.129963480196	186.119228424203	217.166775409861	143.343536034613
"ENSG00000121289_CEP89"	48.8164518205191	48.8495445926557	39.012749817356	32.0261243225638	25.140585907426	37.1389488519947
"ENSG00000121297_TSHZ3"	15.1499333236094	16.9094577436116	8.45276246042713	18.9784440430008	27.5349274224189	23.0517613564105
"ENSG00000121310_ECHDC2"	48.8164518205191	44.1524729972081	51.3667872595187	65.2384013978152	67.0415624198027	64.0326704344736
"ENSG00000121314_TAS2R8"	3.36665184969098	0	1.9506374908678	4.74461101075019	3.59151227248943	2.56130681737894
"ENSG00000121316_PLBD1"	4.20831481211372	2.8182429572686	1.30042499391187	2.3723055053751	3.59151227248943	1.28065340868947
"ENSG00000121318_TAS2R10"	2.52498888726823	1.87882863817907	2.60084998782373	5.93076376343774	1.19717075749648	1.28065340868947
"ENSG00000121335_PRB2"	0	0	1.9506374908678	1.18615275268755	3.59151227248943	0
"ENSG00000121350_PYROXD1"	28.0947096856712	44.8946103092888	31.678352851693	24.9922384991266	42.7150526274743	43.4909897590945
"ENSG00000121351_IAPP"	0.841662962422744	2.8182429572686	0	2.3723055053751	2.39434151499295	6.40326704344736
"ENSG00000121361_KCNJ8"	3.36665184969098	4.69707159544767	3.25106248477966	2.85862813397699	7.18302454497886	3.84196022606841
"ENSG00000121377_TAS2R7"	0.841662962422744	3.75765727635813	0.650212496955933	3.55845825806265	2.39434151499295	1.28065340868947
"ENSG00000121380_BCL2L14"	2.52498888726823	2.8182429572686	7.15233746651526	2.3723055053751	8.38019530247533	10.2452272695158
"ENSG00000121381_TAS2R9"	0.841662962422744	0	1.9506374908678	2.3723055053751	0	0
"ENSG00000121390_PSPC1"	72.383014768356	90.1837746325952	77.375287137756	109.126053247254	65.8443916623062	78.1198579300578
"ENSG00000121406_ZNF549"	46.2914629332509	30.4839946544554	41.7371401796013	41.5153463440642	23.9434151499295	19.4018991416455
"ENSG00000121410_A1BG"	17.6749222108776	19.7277007008802	14.3046749330305	11.8615275268755	21.5490736349366	6.40326704344736
"ENSG00000121413_ZSCAN18"	53.807513187686	56.2333411406995	59.8845709696414	90.1476092042537	41.3143628412034	29.8136113542909
"ENSG00000121417_ZNF211"	31.1415296096415	15.9700434245221	27.3089248721492	18.9784440430008	31.1264396949084	33.2969886259263
"ENSG00000121440_PDZRN3"	9.25829258665018	2.8182429572686	5.85191247260339	16.6061385376257	3.59151227248943	7.68392045213683
"ENSG00000121446_RGSL1"	5.89164073695921	7.51531455271627	7.80254996347119	4.74461101075019	10.7745368174683	24.3324147651
"ENSG00000121454_LHX4"	13.1467754730433	11.9023794228644	17.3476694187843	12.9765111144018	20.3279594622902	13.254762779936
"ENSG00000121481_RNF2"	119.51614066403	114.608546928923	116.388036955112	124.546039032193	120.914246507144	102.452272695158
"ENSG00000121486_TRMT1L"	55.5497555199011	44.1524729972081	48.765937271695	41.5153463440642	44.2953180273696	35.8582954433052
"ENSG00000121542_SEC22A"	16.3366781006255	19.7277007008802	19.506374908678	22.5369023010634	16.7603906049507	12.8065340868947
"ENSG00000121552_CSTA"	0.841662962422744	2.8182429572686	0	1.18615275268755	1.19717075749648	5.12261363475789
"ENSG00000121570_DPPA4"	99.3162295658838	120.24503284346	109.235699488597	109.126053247254	92.1821483272287	121.6620738255
"ENSG00000121577_POPDC2"	1.68332592484549	0.939414319089533	0.936305995616543	7.11691651612529	0	1.97220624938179
"ENSG00000121578_B4GALT4"	42.0831481211372	33.8189154872232	37.0621123264882	39.1430408386891	38.3094642398872	58.9100567997157
"ENSG00000121579_NAA50"	422.514807136217	430.251758143006	420.037273033533	313.144326709513	417.81259436627	407.247783963252
"ENSG00000121594_CD80"	2.60073855388628	4.75343645459304	2.63986273764109	2.64512063849323	4.7886830299859	5.12261363475789
"ENSG00000121621_KIF18A"	55.5497555199011	47.9101302735662	44.8646622899594	39.1430408386891	58.6613671173273	47.3841761215104
"ENSG00000121634_GJA8"	1.68332592484549	3.75765727635813	2.60084998782373	2.3723055053751	2.39434151499295	5.12261363475789
"ENSG00000121644_DESI2"	164.124277672435	167.215748797937	148.248449305953	141.152177569818	205.913370289394	142.152528364531
"ENSG00000121653_MAPK8IP1"	5.74855803334734	0.98638503504401	1.30042499391187	3.55845825806265	1.19717075749648	8.9645738608263
"ENSG00000121671_CRY2"	31.1415296096415	41.3342300399395	24.7080748843254	28.4676660645012	22.746244392433	40.9809090780631
"ENSG00000121680_PEX16"	32.824855534487	33.8189154872232	33.1608373447526	15.4199857849381	15.5632198474542	21.771107947721
"ENSG00000121690_DEPDC7"	16.8332592484549	18.7882863817907	11.7038249452068	13.047680279563	14.3660490899577	12.8065340868947
"ENSG00000121691_CAT"	482.272877468232	405.826985846678	520.169997564746	392.616561139579	378.305959368886	372.670141928636
"ENSG00000121716_PILRB"	126.838608437108	134.655648498294	145.296484569773	92.306407214145	97.4736430753631	119.100767008121
"ENSG00000121741_ZMYM2"	165.807603597281	131.518004672535	163.853549232895	162.502927118194	195.138833471926	128.065340868947
"ENSG00000121742_GJB6"	4.20831481211372	6.57590023362673	3.25106248477966	5.93076376343774	7.18302454497886	15.3678409042737
"ENSG00000121743_GJA3"	17.6749222108776	12.2123861481639	14.9548874299865	9.48922202150039	11.9717075749648	11.5258806782052
"ENSG00000121749_TBC1D15"	53.8664295950556	46.0313016353871	48.765937271695	40.3291935913767	77.8160992372709	80.6811647474367
"ENSG00000121753_ADGRB2"	5.04997777453646	6.57590023362673	7.80254996347119	8.30306926881284	15.5632198474542	2.56130681737894
"ENSG00000121764_HCRTR1"	3.36665184969098	3.75765727635813	3.9012749817356	5.93076376343774	0	3.84196022606841
"ENSG00000121766_ZCCHC17"	67.3330369938195	89.2443603135057	89.0791120829628	64.0522486451276	34.7179519673978	72.9972442952999
"ENSG00000121769_FABP3"	0	0	1.30042499391187	3.55845825806265	1.19717075749648	1.28065340868947
"ENSG00000121774_KHDRBS1"	245.765585027441	203.852907242429	238.627986382827	302.468951935325	226.265273166834	313.760085128921
"ENSG00000121775_TMEM39B"	56.3914184823239	57.3042734644615	78.6757121316679	45.0738046021268	45.4924887848661	46.103522712821
"ENSG00000121797_CCRL2"	21.8832370229913	19.7277007008802	9.10297495738306	10.6753747741879	19.1547321199436	24.3324147651
"ENSG00000121807_CCR2"	7.5749666618047	3.75765727635813	5.20169997564746	7.11691651612529	13.1688783324612	10.2452272695158
"ENSG00000121851_POLR3GL"	54.7080925574784	46.9707159544767	34.4612623386644	49.818415612877	39.5066349973837	42.2615624867526
"ENSG00000121853_GHSR"	2.52498888726823	1.87882863817907	2.60084998782373	2.3723055053751	0	0
"ENSG00000121858_TNFSF10"	95.9495777161928	111.790303971654	102.083362022081	141.152177569818	155.632198474542	138.310568138463
"ENSG00000121864_ZNF639"	46.2914629332509	53.5466161881034	50.7165747625628	80.6583871827533	46.6896595423626	65.313323843163
"ENSG00000121871_SLITRK3"	9.25829258665018	8.4547288718058	8.45276246042713	7.11691651612529	13.1688783324612	1.28065340868947
"ENSG00000121879_PIK3CA"	39.2888270858937	40.0002617068323	39.4158815654686	38.8109180679366	60.7564159429462	50.4449377682783
"ENSG00000121892_PDS5A"	241.557270215328	265.854252302338	251.632236321946	284.676660645012	247.814346801771	353.460340798294
"ENSG00000121895_TMEM156"	8.41662962422744	9.39414319089533	10.4033999512949	7.11691651612529	14.3660490899577	17.9291477216526
"ENSG00000121897_LIAS"	36.3682566062868	26.3036009345069	48.765937271695	26.0953605591261	41.9009765123767	32.477370444365
"ENSG00000121898_CPXM2"	4.20831481211372	4.69707159544767	3.9012749817356	10.6753747741879	4.7886830299859	8.9645738608263
"ENSG00000121900_TMEM54"	0	3.08127896661367	3.9012749817356	1.18615275268755	0	0
"ENSG00000121903_ZSCAN20"	15.9915962860321	19.7277007008802	14.3046749330305	16.6061385376257	19.1547321199436	15.3678409042737
"ENSG00000121904_CSMD2"	26.0915518351051	21.6065293390593	21.4570123995458	20.1645967956883	21.5490736349366	15.3678409042737
"ENSG00000121905_HPCA"	1.68332592484549	2.55520694792353	1.30042499391187	0	0	6.40326704344736
"ENSG00000121931_LRIF1"	58.5544922957503	80.5172012891639	70.8146430434706	68.0614449492115	80.1505822143891	110.98142439703
"ENSG00000121933_TMIGD3"	2.52498888726823	1.87882863817907	1.30042499391187	3.55845825806265	2.39434151499295	3.84196022606841
"ENSG00000121940_CLCC1"	103.600294044616	106.069270768399	68.16827818086	108.971853389405	79.83931781744	95.0244829247588
"ENSG00000121957_GPSM2"	118.598728034989	90.2683219213133	116.492070954625	159.098668717981	138.045760046919	164.871319834683
"ENSG00000121964_GTDC1"	53.8664295950556	49.7889589117453	59.8195497199458	74.7276234193156	65.8443916623062	119.100767008121
"ENSG00000121966_CXCR4"	44.6081370084054	43.2130586781185	39.6629623143119	37.9568880860016	35.9151227248943	42.2615624867526
"ENSG00000121988_ZRANB3"	28.6165407223733	26.3036009345069	26.0084998782373	33.2122770752514	29.9292689374119	21.771107947721
"ENSG00000121989_ACVR2A"	18.6175847287911	15.7164015583679	15.9887253001464	13.4746952705306	15.275898865655	22.0400451635458
"ENSG00000122008_POLK"	53.0247666326329	49.6574409070727	65.6714621925492	79.4722344300658	79.0132699947674	101.171619286468
"ENSG00000122012_SV2C"	20.1999110981459	22.5459436581488	22.1072248965017	36.770735333314	19.1547321199436	12.8065340868947
"ENSG00000122025_FLT3"	42.0831481211372	34.7583298063127	42.2638123021356	30.8399715698763	37.1122934823908	34.5776420346157
"ENSG00000122026_RPL21"	1491.20793704287	1679.5506786706	1754.09125728796	1256.77628758257	1251.43850793379	1133.8521084514
"ENSG00000122033_MTIF3"	47.1247092660494	43.5512478329908	59.0392947235987	29.34541910149	20.3519028774401	34.8337727163536
"ENSG00000122034_GTF3A"	496.589564459043	535.127972726162	528.102590027609	420.206474167091	383.094642398872	454.375829403025
"ENSG00000122035_RASL11A"	5.04997777453646	1.87882863817907	5.85191247260339	0	0	2.56130681737894
"ENSG00000122042_UBL3"	31.1415296096415	41.3342300399395	37.7123248234441	33.2122770752514	39.5066349973837	47.3841761215104
"ENSG00000122043_LINC00544"	0.841662962422744	2.8182429572686	3.9012749817356	3.55845825806265	2.39434151499295	1.28065340868947
"ENSG00000122068_FYTTD1"	239.032281328059	228.277679538757	255.377460304412	187.412134924633	254.997371346749	218.9917328859
"ENSG00000122085_MTERF4"	59.6823206653968	56.3178884294175	55.4956366151889	65.1435091776002	44.8220731606681	43.542215895442
"ENSG00000122121_XPNPEP2"	5.04997777453646	3.75765727635813	3.25106248477966	0	4.7886830299859	3.84196022606841
"ENSG00000122122_SASH3"	266.80715908801	263.975423664159	263.986273764109	189.784440430008	207.11054104689	192.098011303421
"ENSG00000122126_OCRL"	46.2914629332509	55.4254448262825	52.0169997564746	22.5369023010634	31.1264396949084	39.7002556693736
"ENSG00000122133_PAEP"	0	0	0	1.18615275268755	0	0
"ENSG00000122136_OBP2A"	0	0	0	1.18615275268755	0	1.28065340868947
"ENSG00000122140_MRPS2"	142.207374130947	146.511057205204	161.148665245558	110.241036834781	106.500310586886	130.613841152239
"ENSG00000122145_TBX22"	2.52498888726823	0.939414319089533	1.9506374908678	3.55845825806265	1.19717075749648	1.28065340868947
"ENSG00000122176_FMOD"	12.6249444363412	11.2729718290744	3.25106248477966	8.30306926881284	9.57736605997181	2.56130681737894
"ENSG00000122180_MYOG"	0.841662962422744	0	2.60084998782373	3.55845825806265	0	2.56130681737894
"ENSG00000122188_LAX1"	6.73330369938195	14.091214786343	13.6544624360746	15.4199857849381	14.3660490899577	8.9645738608263
"ENSG00000122194_PLG"	5.31930992251174	2.8182429572686	9.75318745433899	11.6954661414992	7.18302454497886	17.1735622105258
"ENSG00000122203_KIAA1191"	58.9164073695921	66.6984166553569	66.3216746895051	61.6799431397525	47.886830299859	66.5939772518525
"ENSG00000122218_COPA"	217.990707267491	237.671822729652	253.582873812814	241.97516154826	231.05395619682	261.253295372652
"ENSG00000122223_CD244"	49.6581147829419	55.4254448262825	56.5684872351661	52.1907211182521	43.0981472698731	58.9100567997157
"ENSG00000122224_LY9"	14.3082703611866	11.2729718290744	13.0042499391187	13.047680279563	11.9717075749648	15.3678409042737
"ENSG00000122254_HS3ST2"	6.73330369938195	6.57590023362673	2.60084998782373	10.6753747741879	0	3.84196022606841
"ENSG00000122257_RBBP6"	172.540907296663	209.489393156966	210.018636516766	218.252106494509	220.279419379352	194.6593181208
"ENSG00000122299_ZC3H7A"	99.3162295658838	107.093232376207	106.634849500773	92.5199147096288	124.505758779634	103.732926103847
"ENSG00000122304_PRM2"	0	0.939414319089533	0	1.18615275268755	2.39434151499295	2.56130681737894
"ENSG00000122335_SERAC1"	36.191507384178	54.4860305071929	41.6135998051797	45.0738046021268	46.6896595423626	42.2615624867526
"ENSG00000122359_ANXA11"	202.840773943881	215.125879071503	202.866299050251	214.693648236446	189.152979684443	206.185198799005
"ENSG00000122367_LDB3"	10.9416185114957	3.75765727635813	5.85191247260339	21.3507495483759	13.935067617259	11.5258806782052
"ENSG00000122375_OPN4"	1.68332592484549	2.8182429572686	2.60084998782373	3.55845825806265	1.19717075749648	0
"ENSG00000122376_SHLD2"	135.507736950062	122.649933500329	100.535856279326	115.056817010692	90.9849775697322	84.3182204281148
"ENSG00000122378_FAM213A"	128.77443325068	135.275661948893	144.347174324217	103.195289483817	122.111417264641	115.258806782052
"ENSG00000122386_ZNF205"	10.0999555490729	7.13954882508045	6.50212496955933	2.3723055053751	4.7886830299859	1.28065340868947
"ENSG00000122390_NAA60"	97.6329036410383	106.153818057117	102.733574519037	68.9391979862003	73.027416207285	85.8037783821946
"ENSG00000122406_RPL5"	3560.23433104821	3918.29712492244	4257.42237481824	3353.05218587974	3219.19216690802	3132.47823765445
"ENSG00000122417_ODF2L"	64.8080481065513	49.7889589117453	56.5684872351661	54.5630266236272	82.6047822672569	58.9100567997157
"ENSG00000122420_PTGFR"	10.0999555490729	6.57590023362673	4.55148747869153	10.6753747741879	7.18302454497886	3.84196022606841
"ENSG00000122432_SPATA1"	2.5754886650136	2.8182429572686	3.9012749817356	3.55845825806265	2.50208688316763	3.84196022606841
"ENSG00000122435_TRMT13"	46.9900431920618	30.784607236564	44.8386537900811	38.775333485356	59.7388207990742	39.533770726244
"ENSG00000122477_LRRC39"	2.6680715908801	3.97372256974873	0.67622099683417	1.55386010602069	2.5140585907426	1.4471383518191
"ENSG00000122481_RWDD3"	26.3440507238319	14.091214786343	20.7352765279247	15.242062872035	31.1264396949084	28.5329579456014
"ENSG00000122482_ZNF644"	141.399377687021	146.548633777967	130.692711888142	134.035261053693	135.280295597102	134.468607912395
"ENSG00000122483_CCDC18"	84.3177955755105	107.093232376207	110.965264730499	118.615275268755	75.421757722278	100.672164457079
"ENSG00000122484_RPAP2"	135.507736950062	130.578590353445	120.289311936848	122.173733526818	129.294441809619	180.572130625215
"ENSG00000122490_PQLC1"	42.9248110835599	34.7583298063127	55.2680622412543	37.9568880860016	44.2953180273696	23.0517613564105
"ENSG00000122507_BBS9"	7.5749666618047	9.39414319089533	6.50212496955933	3.55845825806265	11.9717075749648	14.0871874955842
"ENSG00000122512_PMS2"	29.458203684796	34.7583298063127	46.1650872838712	20.1645967956883	34.7179519673978	26.8937215824789
"ENSG00000122515_ZMIZ2"	85.8496221671199	72.3349025698941	99.6450651584967	64.0522486451276	88.9138721592633	71.7165908866104
"ENSG00000122543_OCM"	0	0	0	0	1.19717075749648	0
"ENSG00000122545_SEPT7"	388.839872009684	415.18355246481	391.356399792806	424.595239352035	385.405181960841	478.964374849862
"ENSG00000122547_EEPD1"	25.2498888726823	37.5765727635813	38.3625373204	30.8399715698763	21.5490736349366	37.1389488519947
"ENSG00000122548_KIAA0087"	15.1499333236094	13.1518004672535	19.506374908678	42.7014990967518	21.5490736349366	35.8582954433052
"ENSG00000122550_KLHL7"	85.0079592046971	61.0619307408197	59.1693372229899	54.5630266236272	50.281171814852	64.0326704344736
"ENSG00000122557_HERPUD2"	46.2914629332509	29.1218438917755	47.185920904092	43.8876518494393	38.3094642398872	40.9809090780631
"ENSG00000122565_CBX3"	726.068971163604	813.532800331536	736.638742051315	723.553179139405	706.330746922921	747.901590674651
"ENSG00000122566_HNRNPA2B1"	2003.44401597335	2064.83267335879	2122.99581956088	1635.70464595613	2081.87994728637	1709.67230060044
"ENSG00000122574_WIPF3"	10.9416185114957	15.9700434245221	10.4033999512949	16.6061385376257	17.9575613624471	14.0871874955842
"ENSG00000122584_NXPH1"	5.89164073695921	5.6364859145372	1.30042499391187	4.74461101075019	7.18302454497886	6.40326704344736
"ENSG00000122585_NPY"	0	0	1.9506374908678	0	0	1.28065340868947
"ENSG00000122591_FAM126A"	92.2041775334116	87.3655316753266	83.8774121073153	122.173733526818	138.871807869591	92.207045425642
"ENSG00000122592_HOXA7"	70.6239391768924	62.8374238038989	78.1165293842858	52.9735819350259	52.4959377162205	49.7149653253253
"ENSG00000122641_INHBA"	19.3582481357231	11.2729718290744	11.7038249452068	8.30306926881284	20.3519028774401	29.4550283998578
"ENSG00000122642_FKBP9"	41.2414851587145	31.9400868490441	43.5642372960475	46.2599573548144	46.6896595423626	39.7002556693736
"ENSG00000122643_NT5C3A"	67.3330369938195	83.6078743989685	61.7701872108136	71.1691651612529	124.505758779634	75.5585511126788
"ENSG00000122644_ARL4A"	67.3330369938195	44.1524729972081	49.4161497686509	48.6322628601895	23.9434151499295	70.4359374779209
"ENSG00000122674_CCZ1"	70.3461903992929	86.2288403492283	85.3403902254662	104.286550016289	60.5050100838719	69.1296710010577
"ENSG00000122678_POLM"	40.3998221962917	46.9707159544767	46.8152997808272	46.2599573548144	39.5066349973837	51.2261363475789
"ENSG00000122679_RAMP3"	1.68332592484549	6.57590023362673	4.55148747869153	1.18615275268755	2.39434151499295	3.84196022606841
"ENSG00000122687_MRM2"	69.016362918665	61.0619307408197	65.0212496955933	61.6799431397525	57.4641963598309	51.2261363475789
"ENSG00000122691_TWIST1"	5.04997777453646	2.8182429572686	1.30042499391187	8.30306926881284	2.39434151499295	5.12261363475789
"ENSG00000122692_SMU1"	108.574522152534	118.366204205281	147.598236808997	139.966024817131	124.505758779634	140.871874955842
"ENSG00000122694_GLIPR2"	42.0831481211372	32.8795011681337	42.2638123021356	53.3768738709397	44.2953180273696	38.4196022606841
"ENSG00000122696_SLC25A51"	25.5528875391545	12.7760347396177	21.645574023663	32.6666468090151	18.5681184487703	16.9558511310486
"ENSG00000122705_CLTA"	325.134402383906	386.099285145798	346.563260877512	328.564312494451	299.292689374119	300.953551042026
"ENSG00000122707_RECK"	21.8832370229913	30.0612582108651	29.9097748599729	35.5845825806265	27.5349274224189	34.5776420346157
"ENSG00000122711_SPINK4"	0	0	0.650212496955933	0	0	0
"ENSG00000122728_TAF1L"	8.57654558708776	4.96010760479274	6.49562284458977	17.5669222673026	9.80482850389614	14.2152528364531
"ENSG00000122729_ACO1"	69.016362918665	74.2137312080731	65.6714621925492	66.4245541505027	81.4076115097604	84.5231249735051
"ENSG00000122733_PHF24"	10.0999555490729	8.4547288718058	5.20169997564746	8.30306926881284	11.9717075749648	19.2098011303421
"ENSG00000122735_DNAI1"	0.841662962422744	0.939414319089533	0.650212496955933	1.18615275268755	1.19717075749648	3.84196022606841
"ENSG00000122741_DCAF10"	79.9579814301607	105.214403738028	83.8774121073153	92.5199147096288	96.9708313572146	81.9618181561262
"ENSG00000122756_CNTFR"	1.68332592484549	0	2.60084998782373	0	0	2.56130681737894
"ENSG00000122778_KIAA1549"	83.3246332798517	55.4254448262825	53.3174247503865	49.818415612877	49.0840010573555	65.313323843163
"ENSG00000122779_TRIM24"	116.149488814339	157.821605607042	126.791436906407	151.827552344006	141.266149384584	137.029914729773
"ENSG00000122783_CYREN"	103.920125970336	130.775867360454	79.9761371255797	90.8237162732856	83.1315374005553	82.9223082126433
"ENSG00000122786_CALD1"	10.9416185114957	23.4853579772383	13.6544624360746	17.7922912903132	19.1547321199436	23.0517613564105
"ENSG00000122787_AKR1D1"	6.73330369938195	5.6364859145372	4.55148747869153	3.55845825806265	9.57736605997181	7.68392045213683
"ENSG00000122824_NUDT10"	29.3572041293053	29.262756039639	26.4831550010151	19.0970593182695	16.652645236776	21.771107947721
"ENSG00000122852_SFTPA1"	2.52498888726823	5.37344990519213	4.35642372960475	8.37423843397409	8.38019530247533	0
"ENSG00000122859_NEUROG3"	5.04997777453646	3.75765727635813	2.60084998782373	2.3723055053751	0	1.28065340868947
"ENSG00000122861_PLAU"	40.9805696403634	30.0424699244833	32.0424718499884	28.3727738442862	20.3519028774401	35.8582954433052
"ENSG00000122862_SRGN"	94.2662517913473	141.85156218252	137.845049354658	651.197861225464	626.120306170657	709.481988413967
"ENSG00000122863_CHST3"	10.0999555490729	13.1518004672535	14.9548874299865	7.11691651612529	10.7745368174683	15.3678409042737
"ENSG00000122870_BICC1"	23.5665629478368	36.6371584444918	29.9097748599729	52.1907211182521	19.1547321199436	20.4904545390315
"ENSG00000122873_CISD1"	64.8080481065513	80.7896314416999	59.1693372229899	51.0045683655646	70.6330746922921	53.7874431649578
"ENSG00000122877_EGR2"	11.7832814739184	7.51531455271627	3.25106248477966	9.48922202150039	4.7886830299859	6.40326704344736
"ENSG00000122882_ECD"	83.3246332798517	92.0626032707743	69.5727371742848	77.0999289246907	90.9849775697322	87.0844317908841
"ENSG00000122884_P4HA1"	74.0663406932015	74.2137312080731	82.5769871134034	93.7060674623163	104.153855902193	97.3296590603998
"ENSG00000122912_SLC25A16"	36.191507384178	35.6977441254023	31.2101998538848	54.5630266236272	50.281171814852	19.2098011303421
"ENSG00000122952_ZWINT"	243.240596140173	230.156508176936	288.044136151478	239.602856042885	227.46244392433	222.833693111968
"ENSG00000122958_VPS26A"	98.474566603461	81.7290457607894	122.890161924671	100.822983978442	105.35102665969	90.9263920169525
"ENSG00000122965_RBM19"	86.6912851295426	94.8808462280429	81.9267746164475	54.5630266236272	47.886830299859	56.3487499823367
"ENSG00000122966_CIT"	111.099511039802	104.274989418938	94.9310245555662	135.221413806381	129.294441809619	98.6103124690893
"ENSG00000122970_IFT81"	20.1999110981459	41.3342300399395	32.5106248477966	36.770735333314	27.5349274224189	38.4196022606841
"ENSG00000122971_ACADS"	32.824855534487	31.0006725299546	23.4076498904136	26.0953605591261	32.3236104524048	10.2452272695158
"ENSG00000122986_HVCN1"	10.9416185114957	17.5388653374016	8.16016683679696	14.5896788580568	21.5490736349366	20.4904545390315
"ENSG00000123064_DDX54"	173.104821481486	167.215748797937	195.583919084345	157.426193336691	112.534051204669	163.923636312252
"ENSG00000123066_MED13L"	99.0468974179085	96.7596748662219	110.386575608209	104.523780566827	116.125563477158	97.3296590603998
"ENSG00000123080_CDKN2C"	28.6165407223733	24.4247722963279	27.3089248721492	49.818415612877	31.1264396949084	32.0163352172368
"ENSG00000123091_RNF11"	67.3330369938195	74.2137312080731	44.8646622899594	51.0045683655646	88.5906360547392	46.103522712821
